component;com_trial;com_is_practice;com_is_synthesized;com_is_timed;com_is_repeated;bigram;bigr_pausetime;bigr_start_time;bigr_is_targetted;bigr_is_within_timerange;bigr_frequency_class;bigr_hand_comb;bigr_adjacent;bigr_repetitive;logfile;participant;creation_date
Geschwindigkeitsaufgabe;1;0;0;1;2;dk;254;2590;1;0;Indeterminate;LR;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;kd;203;2844;1;0;Indeterminate;RL;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;dk;204;3047;1;0;Indeterminate;LR;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;kd;178;3251;1;0;Indeterminate;RL;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;dk;217;3429;1;0;Indeterminate;LR;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;kd;201;3646;1;0;Indeterminate;RL;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;dk;234;3847;1;0;Indeterminate;LR;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;kd;166;4081;1;1;Indeterminate;RL;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;dk;217;4247;1;1;Indeterminate;LR;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;kd;210;4464;1;1;Indeterminate;RL;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;dk;203;4674;1;1;Indeterminate;LR;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;kd;162;4877;1;1;Indeterminate;RL;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;dk;260;5039;1;1;Indeterminate;LR;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;kd;208;5299;1;1;Indeterminate;RL;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;dk;185;5507;1;1;Indeterminate;LR;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;kd;212;5692;1;1;Indeterminate;RL;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;dk;237;5904;1;1;Indeterminate;LR;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;kd;171;6141;1;1;Indeterminate;RL;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;dk;263;6312;1;1;Indeterminate;LR;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;kd;253;6575;1;1;Indeterminate;RL;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;dk;241;6828;1;1;Indeterminate;LR;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;kd;161;7069;1;1;Indeterminate;RL;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;dk;239;7230;1;1;Indeterminate;LR;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;kd;197;7469;1;1;Indeterminate;RL;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;dk;198;7666;1;1;Indeterminate;LR;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;kd;171;7864;1;1;Indeterminate;RL;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;dk;221;8035;1;1;Indeterminate;LR;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;kd;177;8256;1;1;Indeterminate;RL;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;dk;249;8433;1;1;Indeterminate;LR;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;kd;184;8682;1;1;Indeterminate;RL;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;dk;203;8866;1;1;Indeterminate;LR;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;kd;207;9069;1;1;Indeterminate;RL;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;dk;272;9276;1;1;Indeterminate;LR;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;kd;160;9548;1;1;Indeterminate;RL;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;dk;270;9708;1;1;Indeterminate;LR;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;kd;248;9978;1;1;Indeterminate;RL;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
Geschwindigkeitsaufgabe;1;0;0;1;2;dk;191;10226;1;1;Indeterminate;LR;0;0;4845.idfx;99D759B3C37C90E6;01/01/01 00:00:00
