component;com_trial;com_is_practice;com_is_synthesized;com_is_timed;com_is_repeated;bigram;bigr_pausetime;bigr_start_time;bigr_is_targetted;bigr_is_within_timerange;bigr_frequency_class;bigr_hand_comb;bigr_adjacent;bigr_repetitive;logfile;participant;creation_date
Snelheidstaak;1;0;0;1;2;dk;217;18214;1;0;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;206;18431;1;0;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;241;18637;1;0;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;256;18878;1;0;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;256;19134;1;0;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;281;19390;1;0;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;216;19671;1;0;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;279;19887;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;248;20166;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;371;20414;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;267;20785;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;291;21052;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;256;21343;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;239;21599;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;232;21838;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;239;22070;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;285;22309;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;228;22594;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;240;22822;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;255;23062;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;210;23317;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;271;23527;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;218;23798;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;229;24016;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;210;24245;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;215;24455;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;201;24670;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;222;24871;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;193;25093;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;215;25286;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;225;25501;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;199;25726;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;218;25925;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;197;26143;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;200;26340;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;227;26540;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;159;26767;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;231;26926;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;178;27157;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;214;27335;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;176;27549;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;168;27725;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;217;27893;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;153;28110;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;208;28263;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;189;28471;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;186;28660;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;192;28846;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;177;29038;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;190;29215;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;170;29405;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;183;29575;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;177;29758;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;167;29935;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;176;30102;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;160;30278;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;178;30438;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;175;30616;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;167;30791;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;152;30958;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;176;31110;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;168;31286;1;1;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;184;31454;1;1;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;143;31638;1;0;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;186;31781;1;0;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;143;31967;1;0;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;173;32110;1;0;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;147;32283;1;0;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;184;32430;1;0;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;136;32614;1;0;Indeterminate;RL;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;184;32750;1;0;Indeterminate;LR;0;0;5258.idfx;57897923368B8009;01/01/01 00:00:00
