component;com_trial;com_is_practice;com_is_synthesized;com_is_timed;com_is_repeated;bigram;bigr_pausetime;bigr_start_time;bigr_is_targetted;bigr_is_within_timerange;bigr_frequency_class;bigr_hand_comb;bigr_adjacent;bigr_repetitive;logfile;participant;creation_date
Snelheidstaak;1;0;0;1;2;dk;97;1361;1;0;Indeterminate;LR;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;kd;107;1458;1;0;Indeterminate;RL;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;dk;79;1565;1;0;Indeterminate;LR;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;kd;89;1644;1;0;Indeterminate;RL;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;dk;107;1733;1;0;Indeterminate;LR;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;kd;100;1840;1;0;Indeterminate;RL;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;dk;98;1940;1;0;Indeterminate;LR;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;kd;93;2038;1;0;Indeterminate;RL;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;dk;93;2131;1;0;Indeterminate;LR;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;kd;101;2224;1;0;Indeterminate;RL;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;dk;87;2325;1;0;Indeterminate;LR;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;kd;94;2412;1;0;Indeterminate;RL;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;dk;112;2506;1;0;Indeterminate;LR;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;kd;105;2618;1;0;Indeterminate;RL;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;dk;95;2723;1;0;Indeterminate;LR;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;kd;92;2818;1;0;Indeterminate;RL;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;dk;104;2910;1;1;Indeterminate;LR;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;kd;95;3014;1;1;Indeterminate;RL;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;dk;96;3109;1;1;Indeterminate;LR;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;kd;78;3205;1;1;Indeterminate;RL;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;dk;112;3283;1;1;Indeterminate;LR;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;kd;79;3395;1;1;Indeterminate;RL;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;dk;117;3474;1;1;Indeterminate;LR;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;kd;90;3591;1;1;Indeterminate;RL;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;dk;117;3681;1;1;Indeterminate;LR;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;kd;44;3798;1;1;Indeterminate;RL;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;dk;155;3842;1;1;Indeterminate;LR;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;kd;57;3997;1;1;Indeterminate;RL;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;dk;131;4054;1;1;Indeterminate;LR;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;kd;79;4185;1;1;Indeterminate;RL;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;dk;116;4264;1;1;Indeterminate;LR;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;kd;76;4380;1;1;Indeterminate;RL;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;dk;120;4456;1;1;Indeterminate;LR;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;kd;97;4576;1;1;Indeterminate;RL;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
Snelheidstaak;1;0;0;1;2;dk;103;4673;1;1;Indeterminate;LR;0;0;4256.idfx;E4899D39D3E2FF2C;04/02/17 12:04:33.562
