component;com_trial;com_is_practice;com_is_synthesized;com_is_timed;com_is_repeated;bigram;bigr_pausetime;bigr_start_time;bigr_is_targetted;bigr_is_within_timerange;bigr_frequency_class;bigr_hand_comb;bigr_adjacent;bigr_repetitive;logfile;participant;creation_date
Tâche de vitesse;1;0;0;1;2;dk;124;6519;1;0;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;56;6643;1;0;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;136;6699;1;0;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;40;6835;1;0;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;128;6875;1;0;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;48;7003;1;0;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;128;7051;1;0;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;56;7179;1;0;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;120;7235;1;0;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;40;7355;1;0;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;136;7395;1;0;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;56;7531;1;0;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;120;7587;1;0;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;56;7707;1;0;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;120;7763;1;0;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;40;7883;1;0;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;144;7923;1;0;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;57;8067;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;135;8124;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;64;8259;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;128;8323;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;64;8451;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dd;1295;8515;0;1;LF;LL;0;1;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;361;9810;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;88;10171;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;130;10259;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;70;10389;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;104;10459;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;56;10563;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;120;10619;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;48;10739;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;128;10787;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;56;10915;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;136;10971;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;40;11107;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;144;11147;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;48;11291;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;143;11339;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;49;11482;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;135;11531;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;49;11666;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;135;11715;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;49;11850;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;120;11899;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;40;12019;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;127;12059;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;49;12186;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;119;12235;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;49;12354;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;111;12403;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;57;12514;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;119;12571;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;36;12690;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;125;12726;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;56;12851;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;111;12907;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;24;13018;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;144;13042;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;24;13186;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;152;13210;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;33;13362;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;135;13395;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;57;13530;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;127;13587;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;65;13714;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;111;13779;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;73;13890;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;119;13963;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;66;14082;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;118;14148;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;57;14266;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;119;14323;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;57;14442;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;127;14499;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;73;14626;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;103;14699;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;64;14802;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;120;14866;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;64;14986;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;112;15050;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;65;15162;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;119;15227;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;65;15346;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;119;15411;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;65;15530;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;127;15595;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;65;15722;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;111;15787;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;57;15898;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;135;15955;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;50;16090;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;134;16140;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;49;16274;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;119;16323;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;65;16442;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;119;16507;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;80;16626;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;113;16706;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;72;16819;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;119;16891;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;80;17010;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;112;17090;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;80;17202;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;112;17282;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;73;17394;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;119;17467;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;80;17586;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;112;17666;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;kd;88;17778;1;1;Indeterminate;RL;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
Tâche de vitesse;1;0;0;1;2;dk;112;17866;1;1;Indeterminate;LR;0;0;2219.idfx;84D25908104290F7;01/01/01 00:00:00
