component;com_trial;com_is_practice;com_is_synthesized;com_is_timed;com_is_repeated;bigram;bigr_pausetime;bigr_start_time;bigr_is_targetted;bigr_is_within_timerange;bigr_frequency_class;bigr_hand_comb;bigr_adjacent;bigr_repetitive;logfile;participant;creation_date
Snelheidstaak;1;0;0;1;2;dk;98;2001;1;0;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;80;2099;1;0;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;88;2179;1;0;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;104;2267;1;0;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;48;2371;1;0;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;128;2419;1;0;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;32;2547;1;0;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;120;2579;1;0;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;32;2699;1;0;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;120;2731;1;0;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;24;2851;1;0;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kk;152;2875;0;0;HF;RR;0;1;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;104;3027;1;0;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;64;3131;1;0;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;128;3195;1;0;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;32;3323;1;0;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;160;3355;1;0;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;16;3515;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kk;159;3531;0;1;HF;RR;0;1;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;25;3690;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;160;3715;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;16;3875;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;144;3891;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;32;4035;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;135;4067;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;41;4202;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;127;4243;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;65;4370;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;104;4435;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;79;4539;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;105;4618;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;79;4723;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;89;4802;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;95;4891;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;73;4986;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;112;5059;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;56;5171;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;136;5227;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;48;5363;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;144;5411;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;39;5555;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;144;5594;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;48;5738;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;128;5786;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;41;5914;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;143;5955;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;57;6098;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;127;6155;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;72;6282;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;112;6354;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;73;6466;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;127;6539;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;64;6666;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;128;6730;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;72;6858;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;120;6930;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;72;7050;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;120;7122;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;80;7242;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;128;7322;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;72;7450;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;112;7522;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;88;7634;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;112;7722;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;72;7834;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;112;7906;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;80;8018;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;104;8098;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;64;8202;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;104;8266;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;64;8370;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;120;8434;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;48;8554;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;144;8602;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;40;8746;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;152;8786;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;24;8938;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kk;184;8962;0;1;HF;RR;0;1;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;48;9146;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;168;9194;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;104;9362;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;89;9466;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;95;9555;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;96;9650;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;kd;88;9746;1;1;Indeterminate;RL;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
Snelheidstaak;1;0;0;1;2;dk;96;9834;1;1;Indeterminate;LR;0;0;2268.idfx;0BB8A914DAA83786;01/01/01 00:00:00
