bigram;freq;percentile_100;freq10;freq20;freq30_50
fc;59258;0,001228127;LF;;LF
fd;17748;0,000367829;LF;;LF
fe;8833737;0,18307991;HF;;HF
ff;3335561;0,06912977;HF;;HF
fg;227874;0,004722707;LF;;LF
fh;29858;0,00061881;LF;;LF
fi;8935524;0,18518949;HF;;HF
fk;175860;0,003644713;LF;;LF
fl;5989085;0,124124266;HF;;HF
fm;20988;0,000434978;LF;;LF
fn;199763;0,004140104;LF;;LF
fo;43454428;0,90059656;HF;;HF
fø;9627700;0,19953486;HF;;HF
fp;122134;0,002531237;LF;;LF
fq;181;3,75124E-06;LF;;LF
fr;15300357;0,31710115;HF;;HF
fs;394443;0,008174864;LF;;LF
ft;4711132;0,09763859;HF;;HF
fv;164980;0,003419224;LF;;LF
fw;1092;2,26318E-05;LF;;LF
fx;1225;2,53882E-05;LF;;LF
fz;2408;4,9906E-05;LF;;LF
ga;10158528;0,21053633;HF;;HF
gå;4093815;0,08484465;HF;;HF
gæ;8785;0,00018207;LF;;LF
gc;8111;0,000168101;LF;;LF
ge;49453565;1,024929;HF;;HF
gf;281223;0,00582837;LF;;LF
gg;6660805;0,13804573;HF;;HF
gh;3235628;0,06705865;HF;;HF
gi;7379032;0,15293105;HF;;HF
gj;9365618;0,1941032;HF;;HF
gk;423323;0,008773403;LF;;LF
gl;3169412;0,065686315;HF;;HF
gm;327157;0,006780355;LF;;LF
gn;3764890;0,07802765;HF;;HF
go;3774345;0,078223616;HF;;HF
gø;183319;0,003799301;LF;;LF
gp;155614;0,003225113;LF;;LF
gq;4273;8,85583E-05;LF;;LF
gr;8877382;0,18398446;HF;;HF
gs;10896705;0,2258351;HF;;HF
gt;3774041;0,078217305;HF;;HF
gw;19571;0,000405611;LF;;LF
gx;818;1,69531E-05;LF;;LF
gz;4490;9,30556E-05;LF;;LF
ha;39681679;0,822406;HF;;HF
hæ;188870;0,003914346;LF;;LF
hb;28676;0,000594312;LF;;LF
hc;19372;0,000401486;LF;;LF
hd;34313;0,00071114;LF;;LF
he;19322612;0,40046272;HF;;HF
hf;60859;0,001261308;LF;;LF
hg;9472;0,000196308;LF;;LF
hh;15983;0,000331249;LF;;LF
hk;35353;0,000732694;LF;;LF
hl;406552;0,008425823;LF;;LF
hm;163433;0,003387162;LF;;LF
ho;8706304;0,18043886;HF;;HF
hø;3278267;0,06794234;HF;;HF
hp;15754;0,000326503;LF;;LF
hq;2595;5,37816E-05;LF;;LF
hs;144994;0,003005012;LF;;LF
ht;253455;0,005252876;LF;;LF
hu;5865771;0,12156858;HF;;HF
hv;6212928;0,12876344;HF;;HF
hw;38808;0,000804299;LF;;LF
hx;153;3,17094E-06;LF;;LF
hz;4846;0,000100434;LF;;LF
ia;6405065;0,13274549;HF;;HF
iå;75857;0,001572143;LF;;LF
iæ;11907;0,000246774;LF;;LF
id;18599142;0,38546875;HF;;HF
ie;18734163;0,38826707;HF;;HF
if;3965328;0,08218175;HF;;HF
ig;28595551;0,5926451;HF;;HF
ih;278545;0,005772868;LF;;LF
ii;335930;0,006962176;LF;;LF
ij;192124;0,003981785;LF;;LF
ik;33053487;0,68503624;HF;;HF
il;51889405;1,075412;HF;;HF
im;5372747;0,11135061;HF;;HF
in;59768753;1,2387123;HF;;HF
io;3851749;0,079827815;HF;;HF
iø;223088;0,004623517;LF;;LF
iq;42386;0,000878453;LF;;LF
ir;10562524;0,21890917;HF;;HF
is;35365818;0,73295945;HF;;HF
it;19405175;0,40217382;HF;;HF
iu;375984;0,007792299;LF;;LF
iv;9228089;0,19125289;HF;;HF
iw;37998;0,000787512;LF;;LF
iy;44313;0,000918391;LF;;LF
iz;202149;0,004189555;LF;;LF
ja;3599611;0,074602224;HF;;HF
jå;277950;0,005760537;LF;;LF
jb;6050;0,000125387;LF;;LF
jc;4999;0,000103605;LF;;LF
jd;25056;0,000519288;LF;;LF
je;28495313;0,5905677;HF;;HF
jf;9472;0,000196308;LF;;LF
jg;1703;3,52948E-05;LF;;LF
jh;8755;0,000181448;LF;;LF
ji;289988;0,006010025;LF;;LF
jj;3575;7,40922E-05;LF;;LF
jk;42145;0,000873459;LF;;LF
jl;11711;0,000242711;LF;;LF
jm;6963;0,000144309;LF;;LF
jn;9275;0,000192225;LF;;LF
jo;14536640;0,30127305;HF;;HF
jø;7082123;0,14677757;HF;;HF
jp;10434;0,000216246;LF;;LF
jq;42;8,70453E-07;LF;;LF
jr;34248;0,000709793;LF;;LF
js;28942;0,000599825;LF;;LF
jt;12760;0,000264452;LF;;LF
jv;6631;0,000137428;LF;;LF
jw;732;1,51708E-05;LF;;LF
jx;78;1,61656E-06;LF;;LF
jy;24466;0,00050706;LF;;LF
jz;390;8,08278E-06;LF;;LF
ka;26076165;0,54043067;HF;;HF
kå;355732;0,007372574;LF;;LF
kæ;8227;0,000170505;LF;;LF
kb;273802;0,005674569;LF;;LF
kc;6857;0,000142112;LF;;LF
kd;297027;0,006155909;LF;;LF
ke;53426297;1,1072644;HF;;HF
kf;172587;0,00357688;LF;;LF
kg;274299;0,005684869;LF;;LF
ki;5560818;0,11524841;HF;;HF
kj;8471229;0,17556691;HF;;HF
kk;26080312;0,54051656;HF;;HF
kl;10265070;0,21274441;HF;;HF
km;276365;0,005727687;LF;;LF
