bigram;freq;percentile_100;freq10;freq20;freq30_50
vp;0;0;LF;LF;LF
vq;0;0;LF;LF;LF
vr;59989;6,77;;;
vs;8;3,45;;;LF
vt;0;0;LF;LF;LF
vu;4978;5,83;;;
vv;0;0;LF;LF;LF
vw;0;0;LF;LF;LF
vx;0;0;LF;LF;LF
vy;6;3,37;;;LF
vz;0;0;LF;LF;LF
wa;1876;5,33;;;
wb;1362;5,2;;;
wc;0;0;LF;LF;LF
wd;0;0;LF;LF;LF
we;1311;5,15;;;
wf;0;0;LF;LF;LF
wg;0;0;LF;LF;LF
wh;1532;5,25;;;
wi;894;5,05;;;
wj;0;0;LF;LF;LF
wk;0;0;LF;LF;LF
wl;515;4,87;;;LF
wm;10;3,52;;;LF
wn;544;4,88;;;LF
wo;373;4,75;;;LF
wp;0;0;LF;LF;LF
wq;0;0;LF;LF;LF
wr;127;4,26;;;LF
ws;505;4,85;;;LF
wt;14;3,58;;;LF
wu;0;0;LF;LF;LF
wv;0;0;LF;LF;LF
ww;0;0;LF;LF;LF
wx;0;0;LF;LF;LF
wy;0;0;LF;LF;LF
wz;0;0;LF;LF;LF
xa;194586;7,64;;;HF
xb;0;0;LF;LF;LF
xc;26961;6,42;;;
xd;0;0;LF;LF;LF
xe;115308;7,14;;;HF
xf;3;3,31;;;LF
xg;0;0;LF;LF;LF
xh;0;0;LF;LF;LF
xi;88643;6,91;;;
xj;0;0;LF;LF;LF
xk;0;0;LF;LF;LF
xl;0;0;LF;LF;LF
xm;0;0;LF;LF;LF
xn;0;0;LF;LF;LF
xo;85710;6,9;;;
xp;65743;6,78;;;
xq;0;0;LF;LF;LF
xr;0;0;LF;LF;LF
xs;3;3,31;;;LF
xt;27303;6,44;;;
xu;8116;5,95;;;
xv;0;0;LF;LF;LF
xw;0;0;LF;LF;LF
xx;0;0;LF;LF;LF
xy;2822;5,54;;;
xz;0;0;LF;LF;LF
ya;395;4,77;;;LF
yb;262;4,56;;;LF
yc;30;3,73;;;LF
yd;0;0;LF;LF;LF
ye;2389;5,46;;;
yf;0;0;LF;LF;LF
yg;0;0;LF;LF;LF
yh;0;0;LF;LF;LF
yi;253;4,54;;;LF
yj;0;0;LF;LF;LF
yk;0;0;LF;LF;LF
yl;120;4,23;;;LF
ym;0;0;LF;LF;LF
yn;0;0;LF;LF;LF
yo;2062;5,39;;;
yp;175;4,41;;;LF
