id,targetted,non_targetted,cpm,median,stdev,logmean,mean_iki
1,21,1,406,126,105.7,127.8,147.6
2,20,0,470,119.5,54.2,117.5,127.6
3,20,0,342,171,55.3,166.7,175.2
4,19,1,458,147,41.7,122.9,130.9
5,20,0,218,244,127.8,253,275.2
6,21,0,269,193,111.4,205.2,223.3
7,18,3,445,140,40.4,129,134.8
8,16,3,219,191,198.8,225.7,274.3
9,18,1,352,147.5,86.8,150.1,170.3
10,20,0,204,266.5,98.9,281,294.4
11,20,0,278,202,74.1,203.5,215.8
12,20,0,210,274.5,113.5,265.5,286.1
13,20,0,198,218.5,265.1,236.9,303.4
14,18,1,229,214.5,166,235,262.1
15,18,2,269,160.5,149,184.1,222.9
16,20,0,190,222.5,252.9,245.2,316
17,14,4,285,186.5,122.5,185.5,210.7
18,20,0,220,221,156.3,240.4,272.2
19,17,1,231,242,120.2,242.5,260.1
20,17,1,179,318,115.3,316.2,334.9
21,17,3,241,164,200.9,204.9,249.4
22,20,0,280,188,99.2,197.5,214
23,20,1,311,169.5,85.3,177,193.1
24,18,1,270,216,93.6,205.2,221.9
25,18,1,217,233,168.4,239.6,277
26,18,2,294,197.5,43.2,199.5,203.9
27,20,0,317,190,52.7,183.2,189.6
28,20,0,358,145,117.8,145.9,167.6
29,19,1,335,160,84.2,162.5,179.4
30,19,1,335,160,84.2,162.5,179.4
31,16,5,249,246,55.6,233.8,240.7
32,15,3,213,240,178.9,251.4,281.8
33,20,0,260,229.5,61.5,223,230.6
34,19,3,294,175,133,178.8,203.8
35,20,0,387,146.5,55.4,144.7,155
36,20,0,277,172,135.4,191.9,216.5
37,18,1,298,204.5,64.4,189.8,201.7
38,17,3,351,182,46.2,164.3,171
39,17,3,351,182,46.2,164.3,171
40,17,3,351,182,46.2,164.3,171
41,18,2,155,201.5,541.2,257.1,388.3
42,16,2,150,324.5,223.6,359.2,400.3
43,17,3,148,390,131.7,383.6,405.1
44,17,4,216,227,242.3,229.8,277.2
45,18,1,294,218,50.8,196.8,203.8
46,20,0,271,198,73.5,212.1,221.2
47,19,0,299,191,104.2,181.1,200.9
48,17,4,236,253,86.1,240.6,254.4
49,20,0,290,212.5,48.3,200,206.6
50,18,1,270,205,77.3,208.5,222.1
51,19,2,280,219,48.5,208.7,213.9
52,20,0,304,194,60.6,188.1,197.6
53,18,1,240,243,55.8,243.7,249.5
54,18,1,183,297.5,110.8,310.8,327.3
55,18,1,165,280.5,247.4,300.8,362.9
56,16,2,291,198.5,66.2,196.9,206.3
57,18,1,211,235.5,212.3,250.7,284.2
