id,targetted,non_targetted,cpm,median,stdev,logmean,mean_iki
1,19,2,459,124,36.5,125.6,130.7
2,19,0,468,141,42.3,119.2,128.1
3,20,1,292,162.5,160.6,174.1,205.6
4,20,0,469,123,47.5,117.6,127.8
5,19,2,205,239,159,265.9,292.3
6,28,2,263,200.5,139.7,204.6,228.1
7,20,0,375,141,96.5,143.1,159.9
8,15,6,243,212,127.3,226.1,247.3
9,18,1,326,139,166.9,152.5,183.8
10,20,0,215,237,132.1,259,279.2
11,18,2,257,228,63.8,225.2,233.4
12,18,3,205,244,129.1,265.7,292.1
13,20,1,174,275,245.8,280.4,344.1
14,17,3,286,177,54.9,203.4,209.6
15,19,6,259,174,170.1,189.8,231.4
16,20,0,186,180.5,384.9,232,323
17,18,2,248,189,190.3,204.4,241.8
18,20,0,302,185,76.8,188.1,198.4
19,18,1,192,252,165.8,285.6,312.8
20,17,3,156,319,215,341.4,384.6
21,16,2,220,194,187.2,233.5,273.2
22,19,3,216,186,210.2,230.2,277.3
23,18,1,317,184.5,95.5,172.4,189.4
24,18,1,344,177,44.3,166.2,174.6
25,17,3,263,217,89.4,212.3,228.2
26,18,1,286,182,57.8,202.9,210.1
27,20,0,256,192.5,188,203.6,234.8
28,19,3,421,125,93.1,121.5,142.6
29,20,1,437,120,52.8,126.8,137.3
30,20,1,437,120,52.8,126.8,137.3
31,18,1,201,259.5,149.2,271,298.7
32,16,3,165,261,291.5,307.2,363.1
33,20,0,236,236.5,123.4,236.8,254.4
34,18,1,371,143.5,88.7,146.1,161.8
35,21,3,278,162,129.8,185.9,215.6
36,20,0,219,207,194.7,222.3,273.6
37,18,1,210,198,232.8,228.7,285.4
38,20,0,356,161,40.3,163.6,168.4
39,20,0,356,161,40.3,163.6,168.4
40,20,0,356,161,40.3,163.6,168.4
41,18,2,277,200.5,95.6,198.8,216.8
42,18,1,92,413.5,615.2,461.8,651.4
43,20,0,99,456,465.4,510,607.8
44,22,3,175,197,569.8,229.2,342.3
45,18,1,244,239,70.3,236.3,245.7
46,18,1,219,205.5,218,233.3,274.4
47,19,3,307,182,120.3,171.5,195.7
48,18,1,173,269.5,293.5,292.5,346.4
49,18,1,266,236.5,61.2,215.7,225.8
50,18,1,238,217.5,179.4,222.3,251.9
51,20,2,215,242.5,120.6,260.5,279.4
52,20,0,284,186,112.1,192.7,211.6
53,17,3,207,249,145.3,264.3,290.1
54,18,1,101,480,457,463.5,593.3
55,18,2,217,239.5,170.9,240.4,276
56,17,3,294,181,70.7,193,203.8
57,17,2,181,245,313.5,268.4,331.4
58,18,2,207,230.5,264.1,243.4,289.5
59,18,1,408,152,41.5,140.2,147.2
60,20,0,444,136,44.9,127.4,135.2
61,18,0,358,153,84,154.9,167.4
62,20,0,218,252,117.4,249.9,275.2
63,18,2,399,149,44.9,143.6,150.6
64,19,3,236,188,238,190.8,253.9
65,20,0,317,170.5,86.4,173.4,189
66,19,0,258,184,115.8,212,232.3
67,20,0,234,219,160.2,216.4,256.3
68,20,0,216,238.5,136.1,250.6,278.3
69,16,5,292,205.5,54.1,197.9,205.5
70,18,1,95,358.5,700.7,461.9,630.4
71,20,0,199,299,111.5,281.7,300.9
72,20,1,204,226.5,225.9,248.5,294.3
73,15,7,448,128,50,124.5,134.1
74,20,0,209,205.5,211.3,247.2,286.4
75,19,6,164,189,569.2,238.5,365.8
76,20,0,203,277,105,277.8,295.7
77,19,2,169,217,260.7,286,355.2
78,20,1,265,187.5,107.2,207.2,226.2
79,20,0,296,174,73.8,191.1,202.8
80,18,2,376,141,79.1,144.9,159.5
81,19,1,436,117,50.2,128.7,137.5
82,18,2,210,251,133.6,262.3,286.3
83,19,6,90,459,472.5,531.4,667.3
84,18,2,185,156,517.7,203.3,325.1
85,19,1,339,148,76.5,164.9,176.9
86,20,0,379,153.5,43.4,151.3,158.3
87,15,4,221,214,135.5,243.8,270.9
88,20,0,234,177.5,181.1,211.7,256.7
89,18,2,195,196,326.9,239.7,307
90,20,0,216,176,348.6,210.6,277.9
91,20,1,264,196.5,94.7,212.4,227.7
92,21,3,239,211,150.7,215.6,250.7
93,19,0,172,145,567.7,209.9,349.6
94,20,0,268,179.5,133.8,200.7,223.9
95,20,1,283,168,142,185,212
96,20,0,225,181,387.8,192.5,266.3
97,19,1,311,147,174.5,162.8,192.7
98,20,0,139,308,337.3,361.3,432.5
99,20,0,241,177.5,168.6,212.1,248.4
100,20,0,243,185,180.3,207,246.8
101,17,2,281,184,80.7,200.9,213.3
102,19,3,282,141,180.6,170.4,212.8
103,20,0,216,207,240.8,219.8,278.3
104,15,4,173,240,199.7,297.5,346.3
105,21,3,263,181,250.8,184.1,228.2
106,19,1,255,136,241.3,164.7,235.4
107,19,2,278,181,180.4,181.6,216.2
108,20,0,172,266,216.8,299.9,348.8
109,20,0,174,273.5,180.7,305.7,345.6
110,20,0,122,321,346.7,395.3,491.1
111,20,1,387,135,89.2,138.7,155.2
112,19,3,296,170,104.7,183.9,202.8
113,20,0,357,148.5,75.4,154.6,168
114,18,1,332,147.5,99.5,160.4,180.6
115,21,3,163,272,330.1,284.8,368.9
116,22,2,311,175,79.9,177.4,192.9
117,20,0,262,196,234.6,183.2,228.6
118,20,0,160,249.5,313.2,291.2,373.8
119,16,4,218,203.5,234.3,231.3,274.6
120,18,1,281,205,79.2,198.8,213.6
121,18,1,202,251,168.7,270.2,296.6
122,18,2,129,338.5,350.5,377.1,464.7
123,20,2,187,217.5,426.5,239.1,321.2
124,18,1,164,264.5,229.9,309.7,365.8
125,20,0,130,404,198.5,421.5,461.6
126,20,0,193,175,317,218.9,310.4
127,18,1,273,207,58.9,213,219.6
128,18,1,231,239.5,89,245.3,260.2
129,20,1,196,216.5,209.9,253.8,305.8
130,20,0,260,201,139.3,200.7,231
131,17,3,229,172,199.5,217.6,261.9
132,18,1,209,220.5,201.6,241.2,287.3
133,18,1,194,247.5,204.3,267,309.4
134,17,3,309,187,58.8,185.3,194.3
135,23,1,191,300,133,287.7,314.3
136,18,2,104,484,371.6,474.7,575.6
137,18,1,372,165.5,49.9,153.1,161.2
138,18,2,274,190.5,99.7,196.8,218.6
139,17,6,258,216,100.4,213.9,232.4
140,19,2,233,192,203.7,213,257.4
141,18,1,270,213.5,71.8,211.3,222.1
142,17,4,237,198,230,210.6,252.7
143,19,1,234,177,266.4,190.3,255.9
144,20,0,238,192,232.8,202.5,252.4
145,19,2,102,397,454,484.8,587.1
146,14,5,210,237,136.4,257.6,286.1
147,18,1,197,206.5,260.2,239.8,303.9
148,18,1,310,186.5,63.5,183.6,193.7
149,17,4,330,160,101.1,155.7,181.6
150,17,4,328,177,65.5,173.2,182.9
151,20,0,275,193.5,127.4,190.6,218.2
152,19,2,192,219,245.5,244.3,311.9
153,16,7,265,213,103.2,207,226.4
154,20,0,207,234.5,165.1,256.8,289.2
155,18,2,196,222.5,204,265.7,306.7
156,17,3,201,263,145.8,267.4,298.4
157,20,0,159,259.5,303.4,298.9,376.2
158,20,3,129,260.5,391.7,355.2,464.6
159,16,6,121,360,362.6,406.6,495.1
160,20,2,453,126,39.2,125.6,132.4
161,18,3,240,219,120.3,226,250.1
162,17,1,355,186,60.2,154.4,169.1
163,20,0,214,236,114.7,261.1,280.8
164,20,0,324,156,102.2,161.5,185.4
165,20,1,138,316.5,343.2,357.2,433.4
