id,targetted,non_targetted,cpm,median,stdev,logmean,mean_iki
1,20,2,476,113.5,37.2,120.9,126.2
2,19,0,471,120,41.9,120.2,127.3
3,20,3,304,187,73.3,183.7,197.6
4,20,1,487,116.5,43.8,114.3,123.1
5,19,2,185,262,184.4,287.2,323.6
6,19,1,278,198,102.5,198.9,215.5
7,20,0,397,140,50.4,144.6,151.2
8,18,1,250,208,131.9,213.5,240.2
9,18,1,371,136.5,72.8,148,161.8
10,20,0,195,228,284.6,261.3,307.8
11,20,0,311,188,61.5,184.6,193.2
12,19,4,169,283,182.9,319.4,355.4
13,20,0,240,221.5,136.9,219,250.2
14,18,1,279,206.5,52.8,208.9,215
15,18,2,307,156.5,114.9,169.5,195.6
16,19,3,163,295,367.3,269.5,368.2
17,16,3,277,206,83.3,201.4,216.8
18,20,0,210,217,176.9,246.2,286.2
19,17,3,230,246,104.5,246.6,261
20,18,1,138,347,263,381.4,433.6
21,17,3,251,196,207.5,204.5,239.4
22,20,0,301,188.5,66.4,189.4,199.4
23,19,0,357,148,80.7,154.9,168
24,18,1,287,213.5,68.7,197.6,209.3
25,17,3,245,200,129.2,216.4,244.5
26,18,1,234,239.5,107,239.1,255.9
27,20,0,316,192,39.8,186,190.2
28,16,4,431,129.5,57,128.1,139.2
29,20,0,326,154,88.9,165.8,184
30,20,0,326,154,88.9,165.8,184
31,17,5,191,258,163,280.1,313.6
32,14,2,168,268.5,199.3,314.8,357.7
33,19,2,255,205,108.7,217.6,234.9
34,17,3,332,172,66.1,170.8,180.6
35,20,0,357,150,85.2,152,168
36,20,0,341,170,61,166.5,176
37,14,5,275,225,76.3,203.2,218.3
38,20,0,315,163,111.5,171.5,190.6
39,20,0,315,163,111.5,171.5,190.6
40,20,0,315,163,111.5,171.5,190.6
41,20,0,328,178.5,79.3,170.1,183
42,16,2,164,335,174.2,333.6,365
43,19,1,99,331,932.6,392.7,605.5
44,20,0,303,202.5,39.2,193.7,198
45,20,0,222,233.5,125.6,246.4,270.2
46,17,3,221,224,201.4,233.1,272.1
47,19,3,281,165,166.9,166.7,213.9
48,17,4,209,257,107.9,269.5,287.2
49,20,0,255,217,106.5,220.6,235.5
50,18,2,240,198.5,129,225.4,250.2
51,20,0,255,216,110.2,217.1,235.6
52,20,0,265,215.5,110.2,200.6,226.2
53,18,1,264,213,59.5,220.3,227.6
54,18,1,189,281.5,118.9,297.5,317.3
55,17,3,237,220,125.9,230.1,253.6
56,18,3,202,180,472.6,197.5,296.7
57,18,1,281,215,41.5,209.8,213.7
58,19,2,227,202,192.6,223.7,263.8
59,17,3,406,143,44.2,141.3,147.9
60,20,0,375,165,69.4,143.6,160
61,18,1,363,141.5,81.5,152.1,165.2
62,20,0,301,172,88.3,179.7,199.6
63,18,2,358,152.5,74.2,153.8,167.4
64,20,0,296,195.5,102.7,181.9,202.9
65,19,2,300,160,159.3,165.8,200.3
66,19,0,258,193,88.6,219.1,232.5
67,20,0,201,240,200,253.9,298.2
68,20,0,234,231.5,91.1,241.8,256.9
69,18,2,298,186.5,49.5,196.2,201.3
70,20,0,133,399,240,402.6,450
71,20,0,179,270.5,167,299.4,334.8
72,20,0,213,205,128.3,256.6,281.6
73,18,2,332,153,112.9,160.5,180.6
74,20,0,288,198,68.3,199,208.1
75,20,0,209,185.5,341.9,219.9,286.5
76,20,0,189,221,239.9,262.5,317.2
77,18,3,252,175.5,152.8,209.9,238.4
78,20,0,281,187,68.3,203,213.2
79,20,0,362,154,73.3,153.6,165.8
80,20,0,420,127.5,67.2,130.7,142.8
81,20,0,472,124.5,41,120,127.1
82,19,0,202,214,182.5,261.6,296.5
83,18,8,113,344,385.8,434.7,529.3
84,20,0,307,146,137.6,167,195.5
85,18,2,393,144.5,54,145.3,152.5
86,16,2,366,139.5,60.1,154.6,163.9
87,13,6,258,213,74.5,221.7,233
88,19,2,285,183,115.7,185.3,210.6
89,20,0,280,199.5,75.4,202.5,214
90,20,0,203,231.5,214.1,246.8,295
91,19,2,319,158,73.6,176.8,187.9
92,9,8,220,221,103.1,259.1,272.8
93,20,0,240,196,147.1,213.8,250.2
94,18,1,301,177,91.8,182.6,199.4
95,20,1,267,193,119.6,202.8,224.8
96,20,0,347,169.5,53.2,165.2,173
97,20,0,328,159.5,75.8,170.2,182.6
98,20,3,173,321,127.5,325.6,346.4
99,20,0,334,168.5,38,175.5,179.6
100,18,0,338,167,49.6,171.3,177.6
101,18,1,352,159.5,54.5,162,170.6
102,19,2,298,142,137.8,172.7,201.3
103,20,0,202,181,251.6,230.8,297.8
104,18,1,249,236,103.3,217.4,240.7
105,20,0,299,142.5,194.3,163.4,201
106,20,4,280,146,224.5,165.1,214.1
107,20,0,251,211,149.4,206.3,238.6
108,20,0,254,201.5,113,216.6,235.9
109,19,2,186,264,190.7,280.8,322.2
110,20,1,119,291.5,461.5,353.2,502.2
111,20,1,453,122.5,54.2,125.6,132.6
112,20,0,272,156.5,183.7,182.2,220.5
113,19,1,397,149,43.7,145.1,151.3
114,13,7,397,159,32.1,147.5,151.2
115,19,1,255,193,127,209.4,235.2
116,20,0,323,173,63.6,176.9,185.8
117,20,2,345,173,61.6,162.3,174
118,18,1,295,197,77.6,191.9,203.7
119,16,3,314,186,49.3,185.4,191.4
120,20,0,252,206.5,113.2,216.1,238.4
121,18,1,222,245,82.4,260.1,269.8
122,17,3,196,289,129.7,282.3,305.5
123,18,1,294,181.5,57.3,195.6,203.8
124,18,1,250,220,124.4,214.7,239.7
125,20,0,186,298.5,122.8,302.3,321.9
126,16,0,283,175.5,149.6,175.2,212.1
127,18,2,269,209.5,78.5,212.4,222.8
128,18,1,193,205.5,321.4,244,310.7
129,19,2,276,204,94.4,204.1,217
130,20,0,337,170,69.8,165.7,177.8
131,19,2,295,148,261.9,152.4,203.2
132,15,4,225,204,242,209.3,266.5
133,17,1,250,250,38.9,237.3,240.5
134,20,0,377,169,48.7,151.4,159.1
135,18,2,179,290.5,233.7,283.9,334.4
136,20,0,112,423,345.1,455.7,536.6
137,18,1,354,160.5,59.3,158.6,169.3
138,14,7,245,161,187.8,192.1,244.9
139,20,0,268,198,92.2,208.3,224
140,17,3,253,210,110.6,220.8,237.1
141,16,4,271,191,102.6,206.7,221.4
142,18,2,283,193,85.8,194.1,211.9
143,20,0,306,142,162.8,162.9,196.3
144,18,3,304,164.5,163.8,169.2,197.4
145,17,3,132,377,236,409.9,455.2
146,11,7,275,194,74.6,206.4,218
147,18,1,287,182,104.7,191.3,208.9
148,18,1,342,177,38.8,170.7,175.4
149,17,1,345,142,93.1,155.8,174.1
150,19,0,330,150,137.1,156.4,181.6
151,19,1,273,182,124.1,191.6,220.1
152,19,0,287,172,104.3,190.3,208.8
153,16,6,240,220,77.7,240.4,250.2
154,20,1,306,183,78,184.3,195.9
155,18,3,178,226.5,382.3,247.5,336.7
156,20,0,302,180,65.6,188.5,198.8
157,20,1,233,197,191.6,217.8,257.4
158,19,2,179,287,171.4,308.6,335.8
159,18,2,131,341,317.8,384.3,456.7
160,20,1,357,140.5,129.4,137.7,168
161,20,1,196,187,380.8,215.4,306.1
162,18,2,347,190.5,62.4,158.4,172.9
163,24,0,217,234,96.1,260.7,276.2
164,18,0,358,130,128.3,142.4,167.7
165,15,3,137,336,503.9,343.1,439.2
166,20,1,242,192.5,129.1,223,247.9
167,20,0,190,285,158.5,286.5,315.5
168,20,0,156,187,656.6,227.7,385
169,19,2,313,184,66.9,180.7,191.9
170,19,1,317,139,109.9,168,189.4
171,20,0,211,223,118.9,264.7,285
172,19,6,224,209,152.2,233,267.9
173,20,6,271,151.5,216.8,179,221.2
174,20,0,220,148.5,255.7,192.2,272.2
