id,targetted,non_targetted,cpm,median,stdev,logmean,mean_iki
1,19,2,452,127,40.7,125.9,132.8
2,20,0,518,113.5,41.7,107.2,115.8
3,21,1,325,160,122.7,162.7,184.6
4,20,1,430,144.5,73.6,121.6,139.4
5,20,0,198,226.5,167.5,267.5,302.4
6,21,1,228,213,164.9,230.9,263.2
7,19,3,439,133,48.9,128.1,136.6
8,13,7,225,244,166.5,229.1,266.8
9,17,3,372,137,86.7,142.7,161.4
10,20,0,237,252,94.4,240.1,253.6
11,20,0,263,189.5,132.7,201.8,228.4
12,20,4,184,215.5,269.9,254,326.2
13,17,4,176,254,282.9,269.7,341.6
14,18,1,233,230.5,94.6,243.1,257.8
15,17,3,276,153,227.4,171.7,217.5
16,19,3,273,195,102.9,199.9,219.5
17,16,3,307,188,88.7,174.1,195.2
18,20,0,297,185,72.3,192.4,202.4
19,18,2,143,237.5,633,286.7,420.6
20,18,1,162,313.5,279.1,315.6,369.6
21,17,3,288,199,83.3,196.5,208.2
22,20,1,263,206,94,212.6,228.4
23,20,0,323,181,74.1,173.2,185.6
24,12,6,192,238.5,140.5,285,312
25,18,1,208,245.5,131.5,265.8,289
26,19,6,231,187,156.6,226.8,259.3
27,20,1,221,203.5,221.5,231.6,271.4
28,20,0,361,168,61.2,154.3,166.4
29,20,0,356,180.5,68.3,153.4,168.6
30,20,0,356,180.5,68.3,153.4,168.6
31,17,3,215,250,117.7,260.9,279.5
32,15,5,144,274,309.8,340.4,416.8
33,19,2,275,220,57.8,210.7,217.9
34,16,2,330,181,96.5,163.9,181.6
35,20,0,347,173.5,74.7,159.5,173
36,20,0,322,174,59.9,177.8,186.6
37,18,1,305,201.5,49.7,189,196.5
38,20,1,262,178.5,173.2,194.6,229.1
39,20,1,262,178.5,173.2,194.6,229.1
40,20,1,262,178.5,173.2,194.6,229.1
41,20,0,323,190.5,60.1,175.9,185.8
42,14,3,116,340.5,538.8,389.7,516.7
43,18,1,130,371,241.2,407.1,460.6
44,20,1,281,212.5,54.1,206.8,213.8
45,18,1,277,220,46.6,211.5,216.7
46,20,0,228,221.5,190.2,232.2,262.9
47,18,2,386,148,53.9,145,155.5
48,16,1,229,267,63.7,252.4,261.8
49,20,0,222,220.5,172.9,236.8,270.3
50,18,1,286,191.5,58.5,201.9,210
51,18,1,233,230.5,122.1,240.6,257.7
52,19,1,204,244,209.7,240.5,294
53,18,1,227,248,107.8,248.6,264.6
54,17,3,185,278,134.4,302.1,324.9
55,17,3,138,254,699,282.7,434.9
56,17,3,275,200,86.5,206.6,217.8
57,18,1,221,235,138.2,249.3,271.6
58,18,1,250,219,89.3,225.2,239.7
59,17,2,346,170,38,169,173.2
60,17,2,333,142,128.8,150.4,180
61,15,3,361,153,67.1,154.6,166.4
62,20,0,301,192,72.8,187.3,199.6
63,20,0,299,175.5,118.4,174.7,200.9
