id,targetted,non_targetted,cpm,median,stdev,logmean,mean_iki
1,22,3,303,143,211.4,155.8,197.7
2,20,0,504,123,38,112.1,119
3,21,2,308,169,107.5,173.3,195
4,19,2,456,132,47.9,121.4,131.5
5,20,0,224,218,146.5,243.7,268
6,21,1,237,223,121.6,228.6,253.1
7,19,2,459,135,30.3,126.9,130.7
8,16,3,198,224,188.3,254.6,303.2
9,16,3,373,136,74,146.3,161.1
10,20,0,234,223.5,113,239.5,256.4
11,19,2,254,216,140.7,205.8,236.4
12,20,0,242,238,83.6,234.6,247.5
13,20,1,236,227.5,131.3,226.1,253.9
14,18,1,278,200,56.7,209.5,215.9
15,18,1,287,176.5,92.9,191.6,208.8
16,20,0,253,188,214.1,194.2,237.6
17,16,3,333,194.5,45.3,173.4,180.1
18,20,0,300,191.5,76.5,188.8,199.7
19,18,1,191,236.5,215.3,271.4,313.5
20,18,1,174,319,128.9,321.2,344.6
21,17,3,318,198,40.9,183.7,188.5
22,20,0,289,173.5,173.4,174.6,207.8
23,20,0,284,155.5,267,160.7,211.4
24,18,1,327,173.5,60.5,174.6,183.3
25,18,1,273,214,101.7,200.7,220.1
26,18,1,274,204,102.2,203.7,219.2
27,16,7,240,206,169.4,222.8,249.7
28,20,1,416,139,54.8,133.2,144.2
29,19,0,415,142,46.8,136.8,144.7
30,19,0,415,142,46.8,136.8,144.7
31,17,3,242,245,80.8,236.5,248.1
32,19,1,95,256,1430.4,320.9,634.8
33,20,1,242,228,85.4,234.6,247.8
34,18,1,322,179.5,57.9,177.5,186.2
35,19,0,333,158,83.8,163.1,180.2
36,17,3,318,175,91.8,171.6,188.8
37,17,1,294,213,80.2,188.5,204.2
38,18,3,306,180,83,181.9,195.8
39,18,3,306,180,83,181.9,195.8
40,18,3,306,180,83,181.9,195.8
41,19,0,343,171,62.4,165.9,174.8
42,14,4,112,299.5,488.9,398.3,534.3
43,17,2,115,322,470.5,383.2,521.4
44,20,0,251,219.5,85.8,226.2,239.2
45,17,3,264,199,86.1,215.4,227.4
46,20,0,290,197,60.7,198.3,206.8
47,18,4,266,180,187,180.5,225.2
48,18,2,195,264.5,173.8,265,307
49,19,0,291,203,71,193,206.4
50,18,1,288,193,61.6,199.9,208.7
51,20,0,240,215,108.3,231.6,249.8
52,20,0,333,192,54.3,169.8,180.2
53,18,1,270,211.5,58.5,214.9,222.1
54,17,0,95,308,1346,340.3,632.9
55,18,1,201,245.5,228.3,252.5,297.8
56,18,1,296,195.5,53.1,196.9,202.8
57,18,1,267,214.5,55.8,217.4,224.6
58,16,2,265,197,80.7,213.7,226.5
59,18,1,359,162.5,60.3,156.7,167.2
60,18,2,388,116.5,104.1,131.9,154.8
61,20,0,345,149.5,126.9,152,174
62,20,0,284,208,83.5,194.8,211.6
63,19,1,355,169,72.8,154.8,169.2
64,20,0,316,197.5,59.5,179.3,189.6
65,20,0,353,140.5,111.6,151,170
66,18,2,276,178,86.2,204.5,217.2
67,18,4,283,195,92.1,196.8,212.1
68,20,0,236,242.5,70.3,246,254.4
69,17,5,281,187,91.3,198.6,213.5
70,20,0,141,368.5,192.4,388.1,425.8
71,20,0,232,229.5,107.3,237.7,258.2
72,20,3,193,249.5,163,277.4,310.4
73,19,1,398,145,52.6,142.1,150.8
74,20,0,235,209,137.2,228.6,255.5
75,20,1,283,210.5,60.6,203.7,212.2
76,18,3,218,270.5,114.5,251,274.7
77,20,0,275,181.5,144.4,194.7,218
78,19,2,230,187,144.3,228.8,260.3
79,20,0,197,179,227.8,241.2,305.1
80,17,2,321,160,92.3,166.4,186.8
81,18,3,437,149,49,126.1,137.2
82,17,5,161,229,361.4,255.8,371.8
83,19,8,112,370,455.8,424.4,537.2
84,20,0,331,150,134.7,153.5,181.1
85,20,0,257,187.5,157.1,198.3,233.5
86,16,1,260,141,321.1,162.9,230.4
87,16,2,254,221.5,69.8,225.7,236.1
88,22,4,235,168.5,200.8,196.4,254.9
89,20,0,321,175,75.6,175.8,187.2
90,20,0,267,210.5,86.6,209.2,224.8
91,20,0,295,181.5,77.4,192.2,203.6
92,9,9,266,223,38.8,221.9,225.2
93,19,1,299,176,77.2,186,200.8
94,17,4,316,172,70.4,180.4,189.9
95,19,3,226,196,242.4,215.6,265.2
96,19,4,193,171,495.6,196.6,311.3
97,20,0,291,190,77.3,192,206.2
98,21,0,165,338,130.7,341.1,362.6
99,17,3,283,168,156.7,184.5,211.7
100,15,2,308,166,82.4,182.8,194.7
101,18,1,271,189.5,155.4,193.1,221.4
102,20,0,276,161,156.7,180.5,217.6
103,18,1,260,187.5,127.4,203.8,230.9
104,16,4,238,209.5,125.7,223,251.7
105,20,0,375,142.5,95.3,145.6,160.2
106,18,1,320,153,114.1,161.7,187.3
107,20,0,282,207.5,88.2,196,212.8
108,20,1,194,187,430.9,224.1,309.4
109,19,2,180,253,226.3,285.8,333.9
110,19,2,165,306,241.2,310.5,363.5
111,20,0,344,123,130.7,147.4,174.2
112,18,1,272,165.5,129.3,194.1,220.6
113,20,0,395,156,48,143.6,152
114,18,1,224,205.5,172,229.9,267.5
115,20,0,215,250,132.4,252.2,279.6
116,20,0,345,173,49,166.8,174.2
117,20,0,328,170,57.4,174.5,182.6
118,18,1,291,202.5,63.7,196,206.4
119,18,1,277,194.5,78.6,205.9,216.7
120,16,6,334,180.5,60,169.5,179.6
121,18,1,258,227.5,54.4,226.7,232.5
122,20,1,181,274.5,169.1,292.2,331.6
123,17,3,335,174,52.8,169.1,179
124,17,3,318,182,55.9,179.5,188.8
125,18,2,152,286.5,290,336.3,395.6
126,18,2,240,204,166.1,206.8,249.6
127,18,1,272,220.5,60.5,213.1,220.7
128,16,6,227,219.5,113.7,245,264.6
129,20,0,227,216.5,183.9,233.6,264
130,20,0,277,187.5,153.8,188.3,216.8
131,19,4,355,150,72.7,152.1,169
132,17,5,300,205,72,185.1,199.8
133,18,1,216,263.5,84.5,265.6,278.2
134,20,1,333,159,107.5,162.1,180.2
135,20,0,170,272.5,241.4,293.8,352
136,18,4,133,388,194.3,414.9,451.7
137,18,1,319,163.5,133.6,164.6,188.1
138,20,0,282,165.5,143.2,172.2,212.7
139,20,0,206,202,282.8,230.3,290.8
140,19,2,267,199,77.7,211.8,225.1
