id,targetted,non_targetted,cpm,median,stdev,logmean,mean_iki
1,20,3,472,118,39.1,121.4,127
2,18,1,494,117.5,37,115.5,121.6
3,20,5,379,136,87.4,140,158.2
4,20,2,460,129,41.5,121.8,130.6
5,20,0,216,233.5,132.7,254,278.4
6,20,1,271,198.5,81.6,207.7,221
7,20,0,410,131,48.7,139.3,146.3
8,16,4,198,257,212.8,258.5,302.4
9,18,1,388,126,57.9,145.2,154.7
10,19,1,163,250,381.5,293.2,368.6
11,20,0,277,199.5,109.2,197,216.8
12,22,1,154,248,370.2,305.4,388.7
13,21,1,225,218,192.7,224.2,266.1
14,17,3,242,207,94.3,233.9,248.2
15,20,0,225,195.5,176.5,222.8,267.2
16,20,0,257,203,138,205.7,233.2
17,16,3,303,189,90.3,182.3,198.3
18,20,0,311,174,95.2,179,192.8
19,18,1,197,269.5,122.8,285.1,304.6
20,17,5,163,397,127.6,348.7,369.2
21,17,3,302,167,101.4,181,198.8
22,20,0,206,198,270.4,223.6,291
23,20,0,324,174.5,66.5,174.5,185
24,18,1,332,173,56.4,172.4,180.8
25,18,1,239,224,155.1,210,250.7
26,18,1,259,205,103.5,214.2,231.3
27,20,0,282,199,81.2,200.1,212.4
28,20,0,395,144,55.8,141.4,152
29,20,0,337,179.5,91.9,154.9,178.2
30,20,0,337,179.5,91.9,154.9,178.2
31,18,1,187,261,204.2,275.4,320.6
32,13,6,246,235,33.5,241.6,243.8
33,20,0,290,206,49.8,201.5,207.2
34,18,1,351,141,94.2,156.2,170.7
35,20,0,323,152,97.8,164.6,186
36,18,2,247,172,180.1,200.2,243.1
37,17,2,289,207,60.4,197.3,207.6
38,20,0,302,181.5,61,190.3,199
39,20,0,302,181.5,61,190.3,199
40,20,0,302,181.5,61,190.3,199
41,19,2,236,189,184.4,210.1,254.5
42,16,3,126,333,340.2,399.2,478
43,19,1,93,401,508.5,516.1,646.6
44,20,0,274,216,77.4,208.2,219
45,18,1,258,230,54.9,225.4,232.1
46,18,2,282,198.5,91,196.6,212.6
47,19,3,330,198,74.9,164,181.6
48,18,1,221,237.5,92.9,257.2,271.1
49,20,0,288,215,58.3,200.1,208
50,17,4,288,202,53.2,201.3,208.3
51,20,1,229,240,106.4,243.6,261.9
52,20,0,284,197.5,89.8,196.3,211.6
53,17,2,217,206,222.1,240,276
54,18,1,215,277,80.7,268.6,278.6
55,18,1,218,239.5,124,249.2,275
56,18,1,328,183,45,178,183.2
57,18,2,209,220,173.1,257.4,287.6
58,18,2,218,239.5,116.6,252.7,275.1
59,18,1,360,151,67.4,155.7,166.8
60,20,0,401,140,72.2,132.5,149.7
61,18,1,333,164.5,51.5,174,180.3
62,20,0,258,180,127.6,203.7,232.8
63,19,1,340,170,74.8,161.6,176.3
64,20,0,257,196,132.6,203.9,233.4
65,20,2,332,167.5,90.2,160.3,180.8
66,18,3,263,186.5,86.8,214.2,227.8
67,20,1,242,203,218.7,205.5,248.4
68,20,1,222,246.5,83.1,258.5,270
69,18,1,247,202.5,98.3,225.8,243.3
70,18,1,108,381.5,467.7,450.5,555.6
71,20,0,206,232.5,170.9,260.3,291.1
72,18,1,225,220,116.7,242.6,266.2
73,20,1,375,143,56.1,151.1,160
74,20,0,287,175,92.3,195.8,209.4
75,20,0,152,216,376.1,282.3,393.5
76,20,0,182,264.5,192.8,282.4,329.2
77,19,1,296,171,91.5,187,202.9
78,20,0,211,206,185.8,248.5,284.8
79,19,0,216,187,217.2,224.2,277.6
80,18,2,386,129,78.4,141.1,155.4
81,20,0,414,121,96.9,127.6,145.1
82,19,1,199,253,139.3,276.1,301.4
83,23,7,78,425,986.4,543.7,766.6
84,17,3,294,171,122,179.9,203.8
85,20,0,300,176.5,87.4,185.5,200.2
86,21,5,200,150,463.9,196,300.7
87,15,4,232,221,98.9,241.3,258.5
88,19,2,266,214,157.6,187.6,225.9
89,14,1,148,230.5,460.4,288.2,405.6
90,19,2,211,251,145,252,284.7
91,20,0,305,174.5,83.5,182.7,197
92,9,10,251,236,49.5,234.5,239.4
93,20,0,286,156,139.2,185.2,209.8
94,19,3,257,179,188.7,198.8,233.5
95,20,1,246,204,108.9,223.5,243.6
96,19,2,350,172,39.7,167.1,171.2
97,20,1,344,162,66.3,163.5,174.4
98,21,0,189,285,103.9,304.9,318.2
99,20,0,265,206,84.8,213.4,226.6
100,17,1,283,178,107.4,194.4,212
101,18,2,311,183.5,55.5,185.8,192.7
102,20,0,287,161,107.7,186.8,209.2
103,20,2,251,186.5,143.6,210,238.6
104,18,1,264,201,91.6,211.9,227.4
105,20,0,339,180.5,43.1,170.7,176.8
106,17,4,261,191,158.5,191.6,230.2
107,20,0,303,176.5,76.2,185.6,198.1
108,20,0,217,210.5,176.4,243.9,276.6
109,20,0,167,244,289.2,285.5,358.8
110,18,2,139,299.5,317.7,355.9,431.5
111,20,0,340,146.5,118.8,153.7,176.6
112,20,0,261,196.5,103.7,209,229.8
