id,targetted,non_targetted,cpm,median,stdev,logmean,mean_iki
1,20,0,410,115,101,129.4,146.5
2,19,0,479,124,35.5,119.8,125.2
3,19,2,301,136,139.3,163.8,199.2
4,18,2,431,150,59.6,125.1,139.1
5,19,2,225,229,129,248,267.2
6,20,2,273,193.5,77.5,207.8,219.6
7,20,0,477,119,25.1,123.3,125.8
8,18,1,149,197,504.7,257.6,401.6
9,17,1,225,189,323.5,185.8,266.8
10,20,0,211,258.5,113.1,269.1,284.6
11,20,0,276,198,97,200.2,217.4
12,18,1,183,295.5,162.5,295.6,327.9
13,20,1,211,225.5,199.7,238.2,284.4
14,18,1,293,202.5,43,200.5,204.8
15,20,0,227,194.5,156.5,226.1,264.6
16,18,4,293,195.5,62.1,194.8,204.4
17,17,4,337,200,64.2,162.9,177.9
18,20,0,261,190,120.6,209,230.2
19,17,3,194,249,152.1,283.7,309.4
20,18,1,161,339,184.5,345.5,372.9
21,18,1,301,163,115.7,178.6,199.7
22,18,2,224,163.5,265.9,199,267.6
23,20,0,329,176.5,75,170.4,182.6
24,18,1,206,211,185,242.4,291.1
25,17,2,216,258,109.4,256.5,278.3
26,18,1,264,193,63.7,219.3,227.4
27,19,1,296,192,102.4,184.7,203
28,18,3,402,149,51.5,139.8,149.1
29,20,0,356,174.5,71.5,152.2,168.4
30,20,0,356,174.5,71.5,152.2,168.4
31,16,1,255,208,83.5,222.4,235.7
32,17,3,213,258,116.3,265.7,282.3
33,20,0,186,223.5,293.2,248.2,323
34,17,3,353,158,50.7,162.3,169.8
35,20,0,309,161,108.1,171.9,194.4
36,20,0,271,194.5,115.9,201.7,221.8
37,15,4,290,208,55,197.7,206.6
38,19,1,277,180,116.3,193.1,216.8
39,19,1,277,180,116.3,193.1,216.8
40,19,1,277,180,116.3,193.1,216.8
41,20,0,278,188,128.5,190.1,215.9
42,16,2,123,343.5,323.1,408.7,486.6
43,19,2,85,472,713.5,518.9,702.6
44,19,3,318,186,52.9,181.3,188.5
45,18,1,235,215,140.1,234.6,255.3
46,20,0,231,210,146.8,235.2,260
47,17,7,312,144,114,164.6,192.4
48,20,0,162,301,192.2,326.3,370.1
49,20,0,247,232,95.9,224.1,242.4
50,16,3,243,199,109.4,226.1,247.3
51,20,0,243,222.5,85.2,234.7,246.5
52,20,0,277,219.5,67.3,206.5,217
53,18,1,161,244.5,379.6,288.4,371.7
54,18,1,141,318.5,266,366.5,424.6
55,18,1,194,252.5,144.2,281.3,310.1
56,17,1,360,171,24.9,164.6,166.5
57,18,1,214,246,152.6,258.5,280.3
58,18,1,240,234.5,88.2,237,250.3
59,17,3,348,151,90.9,156,172.2
60,20,1,374,147,69.7,143.1,160.4
61,18,1,323,158,109.3,162.8,185.8
62,20,0,261,224,93.2,211.8,230
63,17,3,400,127,50.1,142.9,149.8
64,20,0,278,178.5,123.1,188.8,215.6
65,20,0,351,156,66,161.5,170.8
66,16,3,228,182.5,149.5,233.1,262.6
67,19,3,304,200,85,175.6,197.3
68,20,0,210,276.5,110.5,264.8,285.1
69,32,8,275,197,74.7,208.1,218.3
70,20,0,141,363,229.2,381.3,426
71,17,3,224,270,83.5,253.9,267.6
72,16,1,237,229.5,103,235.2,253.7
73,18,2,344,128.5,114.6,151.7,174.2
74,18,1,260,190.5,95.6,214.4,230.8
75,20,0,214,204,196.2,239.4,280.3
76,17,8,206,217,132.6,260.9,291.2
77,22,0,221,207.5,246.2,223.7,271.1
78,16,5,276,184,90.7,202.1,217.2
