id,targetted,non_targetted,cpm,median,stdev,logmean,mean_iki
1,19,0,442,130,70,122.7,135.8
2,19,0,478,132,39.7,118.4,125.6
3,19,0,298,184,83.8,187.2,201.6
4,20,0,403,133.5,94.3,131.4,148.7
5,19,0,225,241,117.8,243.3,266.2
6,20,2,243,205,143.2,220.5,246.8
7,19,0,415,102,149,117,144.7
8,13,6,220,194,228.4,219.5,272.7
9,19,2,345,138,119.1,150.1,174
10,18,1,175,315,161,307.7,342
11,19,2,255,182,164.6,207.8,235.5
12,19,3,185,247,225.7,272.1,323.6
13,20,0,228,219,139.5,226.3,263.6
14,20,0,225,266,88,251.3,266.4
15,20,0,148,166,662.3,228.9,405.2
16,17,4,257,207,70.3,223.5,233.7
17,16,5,245,195,213,202.5,244.6
18,20,0,228,290.5,89.2,246.9,263.4
19,19,2,203,283,95.3,281.7,296.2
20,17,4,170,339,104.7,340.4,353.3
21,20,0,276,180,118.4,192.9,217.2
22,26,5,175,249.5,333.3,268.9,343.1
23,20,0,308,169,82,178.9,194.7
24,19,1,271,204,68.6,212,221.6
25,20,0,207,282,149.5,255.3,289.4
26,20,0,232,200.5,116,234.6,258.2
27,19,3,279,220,47.6,208.6,214.9
28,11,8,448,127,35.3,129.6,133.8
29,16,5,331,177.5,70.3,166.2,181
30,16,5,331,177.5,70.3,166.2,181
31,19,3,148,285,285.5,339.1,405.2
32,18,2,147,324.5,233.4,352.2,409.5
33,19,0,212,237,171.2,248.1,283.2
34,20,0,269,225,63.4,213.3,222.7
35,20,0,390,142.5,57.5,142.3,154
36,20,1,213,248.5,158.4,248.5,281.6
37,17,2,280,196,103.9,192.5,214.1
38,20,0,235,196.5,168.3,213.3,255.4
39,20,0,235,196.5,168.3,213.3,255.4
40,20,0,235,196.5,168.3,213.3,255.4
41,18,1,249,197,169.7,207.5,240.6
42,12,6,123,410.5,427.2,391.7,488
43,8,8,43,488,2144,739.3,1381.2
44,18,3,295,186.5,82.6,192.7,203.3
45,17,4,260,203,70.8,222.8,231
46,20,0,238,218,130.6,227.8,252
47,20,0,356,151,109.5,141,168.7
48,14,8,209,245.5,150.7,254.9,286.4
49,20,0,245,225.5,85.7,230.4,244.5
50,18,1,251,203,139.9,213.1,239.3
51,19,4,236,232,92.6,240.8,254.1
52,20,0,253,198.5,112.2,218.3,236.7
53,20,0,132,252,607.2,328.2,454.8
54,18,2,104,455.5,348.9,474.9,574.2
55,19,0,186,355,116.1,298.3,321.8
56,20,0,227,240,121,242.8,264
57,20,0,221,256,82,258.9,271.6
58,16,4,282,196,110.3,181.9,213.1
59,18,2,287,155.5,154.4,177.8,209.3
60,17,3,305,184,103.2,174.3,196.6
61,20,0,322,184,77.5,173.8,186.6
62,19,0,316,144,127.7,162.2,189.9
63,19,0,542,112,43.1,101.7,110.8
64,16,4,355,161.5,76.8,154.6,169.2
65,19,0,295,145,204.8,155.5,203.4
66,18,0,305,192.5,47.3,190.4,196.6
67,18,1,304,183,100.4,172.8,197.3
68,16,3,248,228.5,92,227.8,242
69,29,0,260,176,133.5,204.8,230.6
70,19,0,182,342,81.3,318,329.4
71,19,0,276,203,97.3,199.8,217.2
72,19,0,217,205,239.6,224.8,277
73,14,4,302,137,193.6,156,198.9
74,19,3,207,184,457.1,206.6,290.5
75,18,4,285,162,190.4,177.2,210.7
76,20,0,251,204,96.8,223.8,239.1
77,16,4,303,163,97.6,181.1,198.3
78,18,2,265,181.5,138.6,198.1,226.2
79,19,0,332,154,153.7,152.7,180.8
80,17,2,462,124,55.5,120.2,129.8
81,14,8,512,94.5,51.3,107,117.2
82,19,1,222,235,130.5,241.8,269.9
83,15,7,116,450,259.5,456.9,517.1
84,19,0,359,147,116.1,145.6,167
85,18,2,381,146,32.5,154.1,157.6
86,19,0,423,132,81.5,128.3,141.7
87,17,2,286,164,87.6,193.1,209.6
88,18,2,370,161,63.2,148.6,162.2
89,19,0,307,183,78.5,180.1,195.7
90,19,0,277,180,162.6,188.5,216.9
91,17,2,343,176,40.8,170.3,174.8
92,17,2,248,223,79.6,231.2,242.3
93,19,0,234,166,247.9,190,256.2
94,18,1,311,188.5,69,180.1,192.7
95,19,0,327,166,60.9,173.9,183.5
96,16,3,384,170.5,40.9,150.4,156.3
97,18,1,277,144,242.7,170.2,216.8
98,18,2,176,323,92.3,327.8,340.4
99,16,3,322,159,92.1,170.2,186.2
100,18,2,312,139,155.8,160.6,192.2
101,18,3,329,153,66.1,171,182.3
