id,targetted,non_targetted,cpm,median,stdev,logmean,mean_iki
1,21,5,365,126,196.2,127.6,164.5
2,23,1,348,121,239.9,128.9,172.6
3,18,3,354,184,49.1,161.4,169.3
4,20,0,455,130.5,47.5,123.4,132
5,20,2,189,266,186.5,280.6,317.8
6,19,2,213,225,125.2,258.8,281.6
7,18,0,535,115.5,36,106.2,112.1
8,14,8,204,195.5,210.4,243.3,294.5
9,16,3,322,170.5,89.5,168.5,186.2
10,20,0,209,258,107.9,269.6,286.9
11,19,2,250,195,128.5,214.3,239.8
12,19,1,147,263,393.4,302.9,408.8
13,19,2,220,214,171.3,231.7,272.9
14,20,0,243,212,105.5,230.5,247.2
15,17,4,209,137,404.8,190.1,287.3
16,20,0,239,234.5,84.4,237.7,250.8
17,20,0,251,209.5,100.9,218.5,238.8
18,20,0,255,217,86.2,220,235.4
19,20,0,135,364,229.1,395.2,444.5
20,16,4,154,323,183.7,360.1,390.7
21,17,4,162,187,506,227.8,370.2
22,20,1,211,234.5,170.1,246.1,284
23,16,3,359,153.5,60.6,156.3,166.9
24,20,1,186,237,214.2,269.2,323.2
25,19,2,198,277,160.6,265.4,302.7
26,20,0,219,201.5,195.8,234.3,274.4
27,20,0,206,225.5,172.2,250.4,290.6
28,12,7,407,141.5,49.1,139.6,147.3
29,18,3,335,174,88.1,158,179.1
30,18,3,335,174,88.1,158,179.1
31,20,0,178,344.5,132.3,314.8,337.6
32,17,4,67,368,1056,547.7,889.6
33,20,0,267,210,66.7,215.5,224.4
34,20,0,229,217,138.2,232,262.2
35,20,1,271,175.5,181.7,184.8,221.1
36,20,0,175,234,280.4,264.9,342.1
37,19,0,240,212,131.8,217.5,249.6
38,20,0,273,218.5,75.3,206.3,220
39,20,0,273,218.5,75.3,206.3,220
40,20,0,273,218.5,75.3,206.3,220
41,20,1,193,244.5,256,255.4,311.2
42,13,4,87,433,794.6,485,690.1
43,18,1,57,1137.5,410.9,935.5,1045.1
44,19,1,215,216,161.9,244.2,279.5
45,16,5,194,265,164.4,273.5,308.6
46,20,0,250,210.5,100.1,221.9,240.4
47,20,0,303,200,79.8,182.6,197.9
48,18,3,188,258.5,171.4,281.4,319.4
49,18,1,205,212.5,306.7,223.5,292.1
50,19,0,276,191,82.2,203.7,217.3
51,18,2,236,237.5,75.6,243,254.2
