id,targetted,non_targetted,cpm,median,stdev,logmean,mean_iki
1,19,2,371,130,102.7,145.5,161.7
2,19,0,144,125,1179.8,157.4,415.6
3,18,3,289,203,72.2,195.6,207.9
4,20,3,487,119,35.6,117.8,123.1
5,19,0,186,250,217.9,278.5,322.4
6,19,2,199,213,262.3,253.4,301.1
7,19,0,485,131,43.4,116.1,123.7
8,15,5,158,235,322.4,270.2,379.5
9,20,0,313,161,105.8,169.3,191.8
10,20,0,137,302.5,449.5,342,438.6
11,16,5,270,201.5,67.1,213.9,222.2
12,18,4,122,312,493,364,493.2
13,19,1,172,285,231,287.9,349.7
14,20,0,224,210.5,135.6,241.1,268.2
15,19,2,146,180,558.4,233.2,411.5
16,20,0,196,242.5,164.5,274,305.4
17,18,2,288,201,69.8,196.5,208
18,19,1,224,228,87.5,253.9,267.8
19,20,0,122,390.5,349.3,402,492
20,17,4,95,331,862.6,408.5,631.7
21,22,2,228,213,172.2,218.2,263.2
22,17,5,262,200,114.4,206.3,228.6
23,20,0,313,164.5,75.3,178.7,191.6
24,20,1,210,243,143.8,257.7,286
25,20,0,200,303.5,141.1,265.4,300.3
26,20,0,218,196,151.9,241.5,274.6
27,18,3,258,196.5,127.6,209.1,232.5
28,10,10,434,129,48,130.9,138.4
29,15,5,302,187,61.9,189.4,198.7
30,15,5,302,187,61.9,189.4,198.7
31,20,6,162,302,214.5,326.8,369.8
32,22,6,92,373,577.1,472.2,651.1
33,19,2,236,214,173.4,229.2,254.6
34,20,0,184,235,286.2,254.4,325.6
35,18,1,403,143.5,50,140.5,148.7
36,20,1,182,235.5,297.4,258.8,329
37,18,0,243,208.5,121,219,246.6
38,20,0,278,183.5,114,193.7,215.8
39,20,0,278,183.5,114,193.7,215.8
40,20,0,278,183.5,114,193.7,215.8
41,19,1,327,158,81.9,168.3,183.6
42,17,2,103,328,552.2,423.7,583.5
43,18,1,86,527,476.4,569.1,696.4
44,18,2,204,220,169.1,260.7,293.6
45,18,1,201,263.5,136.5,275.1,298.8
46,20,0,279,199.5,70.6,205.8,215.2
47,18,4,319,167.5,124,156.3,188.1
48,17,5,139,284,417.4,319.9,431.8
49,20,0,210,226,156.6,250.6,285.5
50,19,0,268,181,93.4,208.1,223.5
51,18,4,215,251,116.5,258.8,278.4
52,16,4,216,252.5,148.7,248.7,277.4
53,20,0,196,271.5,109.3,289.9,306.6
54,20,0,132,311.5,324.1,374.6,452.8
55,19,0,200,246,134.6,273.3,300.3
56,20,2,165,270,356.7,292.2,363.1
57,19,2,154,245,283.4,323.6,390.2
58,17,3,213,243,207.5,231.9,281.6
59,19,2,309,190,62.1,184.7,194
60,19,1,379,160,66.8,144.6,158.4
61,19,2,333,164,62,171.9,180.1
62,19,0,277,192,114.9,191.5,216.8
63,19,1,454,116,59,120.1,132.2
