id,targetted,non_targetted,cpm,median,stdev,logmean,mean_iki
1,19,2,439,111,67.7,126.1,136.6
2,18,1,486,112.5,39.8,117,123.6
3,18,4,277,161,173,173.4,216.4
4,19,0,386,119,92.6,135.4,155.3
5,19,0,179,264,245.5,284.9,335.1
6,20,1,197,219,179,268.2,304.2
7,19,0,463,136,42.4,121.8,129.5
8,18,4,150,210,352,290.3,399.8
9,20,0,201,172,352.8,206.3,299.2
10,19,2,164,281,261.5,311.7,365.6
11,18,1,237,174,196.2,212.7,253.3
12,21,1,133,297,314.4,363.4,452.5
13,19,2,175,279,293.8,256.7,342.7
14,19,2,210,311,126.1,258.7,285.8
15,17,3,152,201,433.3,271,396
16,19,2,160,227,346.8,294.6,376.2
17,19,3,283,184,125.7,186.3,212.3
18,19,2,259,206,81.1,217.3,231.4
19,18,3,197,308,94.3,289.3,305.2
20,15,7,112,343,474.8,406.7,534.7
21,20,0,163,225.5,358.5,251.7,368
22,20,1,217,202.5,301.7,217.6,276.6
23,20,0,157,262,309.2,293.1,382.5
24,19,3,194,274,115.4,289,310
25,20,0,162,328.5,235,299.9,369.3
26,20,4,157,259.5,419.7,278.3,381.1
27,21,1,166,202,400.2,262.8,361.8
28,11,10,466,125,35.6,123.6,128.6
29,15,6,318,135,130,156.5,188.9
30,15,6,318,135,130,156.5,188.9
31,19,4,142,300,363,337.3,422.8
32,14,6,77,644,575.4,580.9,784.2
33,20,0,240,220.5,113.4,229.9,250.4
34,19,0,152,228,320.9,309.9,395.9
35,17,1,318,176,118.2,162.6,188.8
36,20,0,218,217,216.5,228.7,275.1
37,17,2,231,189,321.8,194.1,260.3
38,20,0,233,228.5,144,228.8,257.5
39,20,0,233,228.5,144,228.8,257.5
40,20,0,233,228.5,144,228.8,257.5
41,20,0,111,316,485.8,355.2,538.4
42,14,4,80,400,651.4,522.1,746.5
43,17,5,61,997,539.6,823.1,976
44,19,1,208,202,198.8,244.9,288
45,19,1,188,247,187.9,283.9,319.8
46,20,0,195,209,229.3,261.3,308
47,19,0,276,183,169.8,180.7,217.6
48,19,0,201,229,198.7,255.2,298.3
49,20,0,234,221.5,196.2,220.1,256.3
50,19,0,248,216,93.9,227.8,242.1
51,19,3,173,268,226.2,288.5,346.2
52,20,0,225,207,178.8,229,266.2
53,20,0,180,251.5,356.3,274.2,334.1
54,20,0,101,399.5,467.1,469.8,596.6
55,29,3,169,270,226.8,296.4,355.3
56,20,0,185,277.5,170.3,285.8,324.9
57,20,1,214,236,158.4,255.5,280.8
58,17,3,200,202,280.7,228.7,300.4
59,18,1,267,181,141.6,194.1,224.4
60,19,2,402,137,60,137.7,149.4
61,21,1,320,171,75.5,174.8,187.5
62,19,1,298,184,76.1,187.9,201.6
63,19,0,550,102,33.2,103.6,109
64,18,3,295,200,74.7,189.5,203.6
65,19,0,390,130,70.9,141.8,153.7
66,17,2,314,199,36.8,187.1,190.9
67,19,0,374,149,54,150.4,160.5
68,19,0,170,267,431.5,254.2,353.7
69,17,3,356,166,51.7,161.3,168.4
70,19,0,184,308,94.2,313.5,325.3
71,19,0,268,213,73.1,212.1,223.9
72,19,0,273,177,109.1,200,220.2
73,17,1,343,145,93,153.7,175.1
74,19,0,251,208,118.6,217.7,239.3
75,18,3,329,180,54.1,173.8,182.6
76,18,2,244,232,107.5,222.3,246.2
77,17,1,276,188,93.1,201.5,217.7
78,19,0,314,175,73.4,180.7,191.1
79,19,0,340,176,77.3,161.5,176.6
80,19,0,470,118,54.4,118.4,127.5
81,19,0,450,118,51.1,124.8,133.3
82,18,4,184,210.5,232.1,267.4,326
83,17,4,101,435,487.8,464.5,595.4
84,17,3,345,149,102.1,151.3,174
85,19,0,443,133,45.8,126.3,135.5
86,19,0,458,125,32.1,126.9,130.9
87,19,0,285,178,64.7,201.4,210.2
88,17,2,335,167,76.6,161.8,179.1
89,17,2,380,155,70.4,142.3,157.9
90,19,0,287,206,64.1,200.5,209
91,18,1,328,178.5,59.6,173.7,183
92,18,2,227,195.5,149.6,235.9,264.4
93,19,0,282,135,165.5,173.9,213.1
94,18,1,271,194.5,95.6,204.8,221.6
95,16,7,329,176.5,67.8,166.6,182.6
96,19,2,295,155,209.9,166.5,203.2
97,16,2,329,165.5,65.2,171,182.2
98,19,0,161,310,140.2,348.6,371.6
99,19,0,310,166,68.9,183.5,193.7
100,19,0,395,147,39.8,146.6,151.7
101,19,0,329,152,76.1,170.1,182.6
102,19,0,348,132,121.2,144,172.3
103,17,3,352,174,54.2,160.2,170.2
104,14,7,223,215.5,148.4,244.1,269.4
105,18,2,437,128,59.9,126.1,137.2
106,19,0,326,170,88.3,164.1,183.8
107,19,0,386,143,50.8,147.3,155.6
108,19,0,284,173,127.6,189,211.5
109,19,1,196,265,190.7,250.4,306.6
110,19,0,127,255,363.8,363.8,471.8
111,19,0,493,111,51,111,121.7
112,19,2,276,165,183.3,182.6,217.2
113,18,2,476,116.5,56.2,113.5,126.1
114,19,0,339,178,68.2,163.1,176.8
115,18,2,222,223.5,143.7,244,270.1
116,19,0,324,174,75.2,172.5,184.9
117,20,0,165,208.5,378.5,252.5,364.6
118,15,4,134,317,344.4,353.5,447.5
119,21,1,251,198,103.1,223.3,239.2
120,19,2,267,223,129.4,186.5,225.1
121,19,2,130,304,518.6,355.1,461
122,18,2,117,364,318.3,434.8,514.6
123,18,2,216,212.5,129.9,253.6,277.8
124,19,4,122,276,425.2,375.6,493.7
125,16,2,68,397,1105,573.8,881.6
126,19,0,301,170,93.6,181.5,199.6
127,18,1,191,226.5,215.4,261.2,314.9
128,19,1,184,286,203.7,276.5,326.1
129,20,0,177,262.5,208.6,285.5,339.8
130,17,4,253,175,162.5,197,237.1
131,17,5,211,151,480.1,185.2,284.9
132,20,0,152,271,323.7,308.6,395.6
133,18,2,167,279,222.3,309.4,359.9
134,18,3,369,132,78.4,149.1,162.6
135,19,2,105,360,538.5,429.4,572.4
136,19,4,80,584,426.2,619.8,749.5
137,20,0,250,196,117.4,211.8,239.7
138,17,4,192,149,540.8,192,312.7
139,18,4,195,255.5,202.2,261,308.4
140,20,0,194,228,213.8,258.6,308.9
141,17,4,181,270,304.8,277.2,332.1
142,20,0,328,183.5,41.1,178.5,183.1
143,20,0,195,169,390,196.1,307.2
144,19,1,202,226,202.2,255.6,297.7
145,19,2,131,360,224,417,456.5
146,17,4,192,220,257.9,255.6,311.9
147,14,5,178,208,232.3,267.8,336.9
148,20,0,184,240.5,256.9,271.6,325.6
149,19,2,227,215,195.2,207.3,264.9
150,18,1,295,187,69.4,193.9,203.7
151,18,2,158,222.5,364.5,263.1,380.1
152,19,1,199,208,234.2,242.5,301.4
153,18,2,241,243,85.9,234.8,249.1
154,19,2,185,238,213.3,276.2,324.6
155,14,5,106,264,512.5,399.1,565.3
156,18,2,267,223.5,67.5,214,224.3
157,20,0,175,279.5,235,287.9,343.8
158,20,0,112,312.5,519.6,386.1,535.6
159,19,5,73,373,903.6,515.3,820.7
160,17,7,243,165,219.7,184.6,246.8
161,35,7,143,234,462.3,287.1,419.1
162,19,0,311,169,144.2,167.7,193.2
163,18,2,167,210.5,469.6,263.6,359.3
164,19,0,464,129,45.4,121.8,129.3
165,17,2,151,326,269.9,344.4,397.2
166,19,0,279,210,89.7,200.4,215.1
167,19,0,242,224,113.1,229.1,248.3
168,19,0,299,172,181.7,166.5,200.7
169,19,0,371,175,56.3,148.5,161.5
170,17,1,321,144,101.5,166.1,187.1
171,19,1,197,227,212.2,268.6,304.3
172,18,2,181,186.5,344.8,227.6,331.7
173,19,0,356,133,98.5,151.1,168.6
174,16,3,269,164.5,203.2,174.8,223.2
175,16,3,376,154.5,59.1,148.6,159.6
176,19,0,311,176,90,175,192.7
177,16,4,236,194,154,225.5,254.7
178,18,3,265,230,77,212.7,226.1
179,18,2,233,161.5,373.3,182.7,257.1
180,12,7,471,128.5,45,119.6,127.4
181,19,0,389,141,64.2,143.6,154.3
182,19,2,255,199,88.1,220.3,235.3
183,19,0,193,248,130.2,288.6,310.5
184,18,2,222,275,95.9,252,270.7
185,19,0,423,132,47.8,134.6,141.8
186,18,0,322,170,144.9,154,186.2
187,19,0,277,202,80.6,202.8,216.9
188,19,0,430,136,55.1,128.7,139.5
189,19,0,381,152,44.3,151.1,157.3
190,19,0,292,167,96.2,190.1,205.6
191,17,2,215,230,113,260.5,279.1
192,19,0,282,198,92.9,197.5,212.5
193,19,0,362,166,50.3,157.9,165.8
194,19,0,282,173,198.3,172.7,213
195,19,0,394,142,46.6,145.1,152.3
196,19,0,383,147,60.6,144.3,156.8
197,19,0,479,116,50.6,112.6,125.2
198,19,0,263,226,78.6,215.6,227.7
199,19,0,289,206,71.7,195.6,207.4
200,19,1,301,206,60.3,189.5,199.5
201,19,0,256,204,86.7,220,234.2
202,19,1,249,234,90.8,224.4,240.6
203,18,1,304,189,62,189.1,197.4
204,19,1,186,288,143.1,300.7,322.6
205,19,1,362,160,49.6,159.5,165.6
206,22,1,257,214,73.4,223.5,233.2
207,19,0,284,208,78.6,195.9,210.9
208,19,0,354,145,53,161.8,169.4
209,16,3,455,126,48.1,123.4,131.9
210,19,0,360,132,109.7,143.8,166.6
211,21,0,449,124,46.8,127.5,133.6
212,18,0,497,102,74.6,107.4,120.7
213,18,0,499,121,58.6,104.6,120.3
214,18,2,326,180,59.1,175.4,184.3
215,18,2,511,97.5,57.6,103.6,117.4
216,17,2,367,137,73.6,150.2,163.7
217,19,3,485,131,36.3,117.1,123.6
218,18,2,189,244,252.8,257.4,317.9
219,19,1,490,108,91.4,101.5,122.4
220,17,1,533,81,95.8,92.1,112.5
221,18,9,358,114,160.9,130.2,167.5
222,19,0,341,163,104.3,147.3,175.7
223,18,2,408,146,55.7,134.7,146.9
224,19,0,442,122,43.1,130.1,135.8
225,19,0,388,137,57.5,143.6,154.6
226,17,3,213,177,242.8,220,281.1
227,18,0,431,120.5,85.2,120.1,139.1
228,19,0,312,200,58.1,182.3,192
229,19,0,334,159,54.7,172.8,179.6
230,19,0,384,133,64.7,145.8,156.2
231,19,0,258,209,90.8,217.4,232.2
232,17,2,375,96,223.9,104.8,160
233,19,0,405,152,43.7,140.9,148.1
234,19,0,356,153,64.3,157,168.4
235,20,1,448,136,43.3,127.3,133.8
236,19,0,414,135,91.9,128.8,144.9
237,19,4,496,94,80.3,102,121.1
238,18,0,433,94,142.7,111,138.5
239,19,0,297,208,74.2,187.9,202.1
240,19,0,438,134,44.4,128.6,137.1
241,16,4,182,199.5,261.1,238.8,328.9
242,17,3,290,168,91.3,186.4,206.7
243,18,0,419,107,113,123.3,143.3
244,19,0,378,131,91.4,141,158.8
245,18,0,406,140.5,53.3,138,147.6
246,17,4,314,169,65.6,181.1,191.3
247,21,1,329,160,109.3,162,182.4
248,17,5,408,128,60.8,137.4,147.2
249,19,0,373,150,66.4,149.3,160.7
250,19,0,408,152,51.7,138.3,147.2
251,19,0,455,122,44.9,124.2,131.9
252,19,0,451,113,61.3,119.5,133.2
253,18,2,168,244,275.5,282.6,357.7
254,18,3,374,131.5,112.7,134,160.3
255,18,1,305,181.5,68.4,185.6,196.6
256,18,3,344,170,117.5,145.8,174.4
257,17,5,265,208,82.4,214.3,226.7
258,18,0,524,97,74.2,99.9,114.4
