id,targetted,non_targetted,cpm,median,stdev,logmean,mean_iki
1,19,0,486,118,34.3,118.7,123.5
2,19,0,466,131,34,124,128.8
3,19,1,308,170,93.2,177.5,194.5
4,20,2,441,119.5,97.5,113.9,136.2
5,19,0,161,240,298.5,286.4,371.8
6,23,0,227,217,106,246,264.1
7,18,0,480,122.5,40.3,118.5,124.9
8,14,7,193,227,222.1,253,310.4
9,20,0,319,163.5,104.3,169,188.1
10,18,1,123,323,683.6,338.8,488.9
11,20,0,256,182.5,145.3,204.1,234.5
12,19,2,184,269,174.4,286.7,326.8
13,20,0,206,239,176,248.5,290.9
14,20,0,202,254.5,143.2,268.4,297.4
15,15,0,195,227,248.5,242.9,308.5
16,20,0,262,198,97.1,212.8,229.2
17,19,3,265,215,94.4,208.4,226.1
18,18,4,235,212,141.1,226.2,255.4
19,20,0,193,308.5,86.1,297.9,310.6
20,18,3,178,324,118.2,322.2,337.8
21,20,0,253,212.5,145.8,203.7,237.2
22,17,5,303,186,74.5,186.4,197.9
23,17,4,336,186,64.1,166.9,178.7
24,20,0,264,217,60.3,219.2,227.1
25,20,1,170,285.5,363.9,266.7,352.6
26,19,3,235,198,100.2,236.2,254.8
27,17,3,271,209,49.3,216.2,221.4
28,12,7,496,116.5,39.4,113.9,120.9
29,18,3,372,155,63.1,147.9,161.2
30,18,3,372,155,63.1,147.9,161.2
31,19,2,160,315,213.8,335.1,374.3
32,22,4,126,400.5,254.3,417.9,476.9
33,18,7,234,224,126.3,230.8,256.7
34,19,3,298,179,79.5,189.1,201.2
35,18,2,372,136.5,108.2,138,161.5
36,20,0,232,231.5,117.8,237.1,259.2
37,13,6,302,201,63.9,187.4,198.8
38,20,0,242,223.5,106.7,227.7,247.9
39,20,0,242,223.5,106.7,227.7,247.9
40,20,0,242,223.5,106.7,227.7,247.9
41,18,2,269,174,177.6,190.5,222.9
42,14,3,180,300.5,115.3,317.2,334
43,19,0,101,475,386.7,495.5,593.4
44,20,1,226,226,145.2,240.2,265.3
45,20,0,214,280.5,82.9,268,280.4
46,19,4,263,201,77.7,217.3,228.1
47,15,5,338,168,129.8,141.8,177.4
48,15,7,212,247,186.5,241.6,282.7
49,20,0,238,244,79.4,239.6,251.7
50,18,2,286,207,68.6,198.6,209.9
51,18,2,238,239,77.1,242.3,252.2
52,16,5,239,215,141.7,222.8,251.1
53,20,0,137,287.5,404.5,343.1,439.2
54,19,2,144,329,272.6,348.8,416.7
55,19,0,188,324,130.2,289.8,318.5
56,19,5,257,226,71.4,222.7,233.2
57,20,0,232,245,91.2,244.4,258.6
58,15,4,239,162,193.8,196.7,251.1
59,19,2,307,174,85.5,180.3,195.6
60,20,0,418,140,51.3,134.6,143.6
61,19,2,323,150,91.9,168.3,185.6
62,19,1,301,160,130.8,174.2,199.2
63,19,0,434,137,45.6,131.6,138.4
64,17,5,383,167,45.2,148.9,156.5
65,19,0,359,144,67.3,155.3,167.3
66,18,0,247,192,134.3,219,242.5
67,19,0,221,177,334.7,189.3,271.8
68,18,3,195,224,251,256.7,307.2
69,19,0,336,165,57.9,169.1,178.4
70,17,1,172,333,98.2,334.8,348.4
71,19,0,248,212,141.8,217.7,242.4
72,20,2,312,164.5,82,179.9,192.2
73,17,1,449,127,51.1,124.1,133.6
74,20,0,285,177.5,95.5,196.7,210.6
75,18,2,335,172,49.4,172.3,179.1
76,19,0,251,209,98.6,222.5,238.9
