id,targetted,non_targetted,cpm,median,stdev,logmean,mean_iki
1,19,0,478,121,35.2,120.5,125.5
2,19,0,449,152,41.7,125.6,133.7
3,21,0,556,104,25.3,104.7,108
4,21,0,518,96,46.5,108,115.9
5,21,0,189,258,208.2,277.2,317.3
6,20,0,257,204.5,76.6,223.2,233.8
7,19,1,508,121,32.5,113.2,118.1
8,19,1,169,283,260.7,284,355.7
9,20,1,348,165.5,93.3,154.3,172.2
10,21,0,247,221,62.6,235.4,243.4
11,21,0,342,168,39,171.3,175.6
12,20,2,183,265,223.9,274.2,328.1
13,19,5,229,270,114.3,234.2,261.8
14,21,0,237,233,105.5,230.5,253.1
15,3,11,338,194,40.9,172.1,177.3
16,21,0,269,190,98.2,204.2,222.7
17,18,6,283,193,98.6,194.3,211.9
18,21,0,298,191,57,194.3,201.4
19,3,12,219,274,30.6,271.9,273.7
20,19,2,149,358,146,379,403.9
21,21,0,292,180,98.3,184.2,205.6
22,21,0,261,178,184.1,194.7,230.1
23,21,0,195,209,462.1,219.2,308
24,17,2,266,217,80,212.5,225.8
25,21,0,193,247,151.8,278.1,311.1
26,21,0,206,193,208.9,247.7,291.9
27,21,1,306,194,42.1,191.5,195.8
28,19,1,484,104,55.3,113.3,123.9
29,21,0,517,101,37.1,109.9,116
30,21,0,517,101,37.1,109.9,116
31,15,6,152,315,316.6,339.3,395
32,17,4,99,491,421.9,487,605.4
33,20,2,226,216.5,148.5,243.5,265.6
34,21,1,158,202,808.7,215.7,379.2
35,3,11,468,102,43,121.9,128.3
36,21,0,285,191,111.8,188,210.2
37,19,3,205,183,314,223.3,292.9
38,21,0,268,219,84,208.6,223.7
39,21,0,268,219,84,208.6,223.7
40,21,0,268,219,84,208.6,223.7
41,21,0,310,193,72.7,182,193.5
42,18,1,131,305,386.4,362.5,457.1
43,20,2,90,578,277,610.4,664.8
44,21,0,274,223,63.8,209.8,218.7
45,21,0,225,222,156.7,241.6,266.9
46,21,0,313,189,41.5,186.8,191.7
47,21,0,359,173,83.2,143.7,167
48,20,1,165,257.5,260.2,309.7,364.6
49,21,0,240,218,110.4,231.5,249.7
50,21,0,228,246,93.5,248.7,263.2
51,21,0,244,236,67.9,238.3,246.2
52,21,0,259,213,96.6,214.4,231.5
53,19,4,161,247,395,290.5,372.1
54,20,1,147,342.5,211.4,363,408.6
55,17,4,99,330,689.5,396.6,605.1
56,21,0,264,218,72.5,217.9,227.2
57,21,0,194,255,196.3,276.6,309.8
58,18,2,223,235,132.7,242.7,269.2
