bigram;freq;percentile_100;freq10;freq20;freq30_50
kw;831;63;;;
kx;1;10;LF;LF;LF
ky;15;24;;;LF
kz;176;43;;;LF
la;9198;96;HF;HF;HF
lb;810;62;;;
lc;174;43;;;LF
ld;2653;82;;HF;HF
le;10506;97;HF;HF;HF
lf;862;63;;;
lg;650;59;;;
lh;409;54;;;
li;11154;97;HF;HF;HF
lj;195;45;;;LF
lk;1306;70;;;HF
ll;2833;83;;HF;HF
lm;758;62;;;
ln;105;36;;;LF
lo;5819;92;HF;HF;HF
lp;698;60;;;
lq;7;21;;;LF
lr;249;48;;;LF
ls;1780;76;;;HF
lt;1318;71;;;HF
lu;2290;79;;;HF
lv;809;62;;;
lw;323;51;;;
lx;0;0;LF;LF;LF
ly;277;50;;;LF
lz;298;50;;;
ma;5516;92;HF;HF;HF
mb;848;63;;;
mc;61;31;;;LF
md;291;50;;;
me;7727;94;HF;HF;HF
mf;149;41;;;LF
mg;152;41;;;LF
mh;245;47;;;LF
mi;3714;87;;HF;HF
mj;11;23;;;LF
mk;230;47;;;LF
ml;154;41;;;LF
mm;1530;73;;;HF
mn;100;35;;;LF
mo;2952;83;;HF;HF
mp;1732;75;;;HF
mq;1;10;LF;LF;LF
mr;120;39;;;LF
ms;689;60;;;
mt;365;52;;;
mu;1055;67;;;
mv;234;47;;;LF
mw;139;40;;;LF
mx;1;10;LF;LF;LF
my;73;33;;;LF
mz;107;36;;;LF
na;3743;87;;HF;HF
nb;1469;73;;;HF
nc;1159;68;;;
nd;10865;97;HF;HF;HF
ne;6351;93;HF;HF;HF
nf;524;56;;;
ng;14426;99;HF;HF;HF
nh;1011;65;;;
ni;5242;91;HF;HF;HF
nj;199;45;;;LF
nk;3064;85;;HF;HF
nl;739;61;;;
nm;574;57;;;
nn;1891;77;;;HF
no;2433;81;;HF;HF
np;589;57;;;
nq;28;26;;;LF
nr;533;56;;;
ns;6025;93;HF;HF;HF
nt;8240;95;HF;HF;HF
nu;653;59;;;
nv;1192;68;;;
nw;735;61;;;
nx;10;22;;;LF
ny;58;31;;;LF
nz;703;60;;;
oa;97;35;;;LF
ob;744;61;;;
oc;1461;73;;;HF
od;2218;79;;;HF
oe;9120;96;HF;HF;HF
of;1889;77;;;HF
og;3048;84;;HF;HF
oh;129;40;;;LF
oi;709;60;;;
oj;116;38;;;LF
ok;1664;75;;;HF
ol;5398;91;HF;HF;HF
