bigram;freq;percentile_100;freq10;freq20;freq30_50
ek;70;51;;;
el;2322;94;HF;HF;HF
em;1047;85;;HF;HF
en;4444;99;HF;HF;HF
eo;299;67;;;
ep;758;79;;;HF
eq;127;59;;;
er;7279;100;HF;HF;HF
es;3919;98;HF;HF;HF
et;1836;92;HF;HF;HF
eu;189;63;;;
ev;511;73;;;HF
ew;308;67;;;
ex;622;76;;;HF
ey;353;69;;;
ez;57;49;;;LF
fa;631;76;;;HF
fb;1;17;;LF;LF
fc;2;23;;;LF
fd;1;17;;LF;LF
fe;679;78;;;HF
ff;736;79;;;HF
fg;4;27;;;LF
fh;0;0;LF;LF;LF
fi;980;84;;HF;HF
fj;0;0;LF;LF;LF
fk;0;0;LF;LF;LF
fl;563;75;;;HF
fm;2;23;;;LF
fn;5;29;;;LF
fo;849;81;;HF;HF
fp;6;30;;;LF
fq;0;0;LF;LF;LF
fr;521;74;;;HF
fs;13;35;;;LF
ft;253;65;;;
fu;632;76;;;HF
fv;0;0;LF;LF;LF
fw;0;0;LF;LF;LF
fx;0;0;LF;LF;LF
fy;111;56;;;
fz;0;0;LF;LF;LF
ga;785;80;;HF;HF
gb;14;36;;;LF
gc;3;25;;;LF
gd;9;32;;;LF
ge;1552;90;;HF;HF
gf;12;35;;;LF
gg;281;66;;;
gh;774;80;;;HF
gi;663;77;;;HF
gj;0;0;LF;LF;LF
gk;1;17;;LF;LF
gl;663;77;;;HF
gm;58;50;;;LF
gn;270;66;;;
go;528;74;;;HF
gp;10;33;;;LF
gq;0;0;LF;LF;LF
gr;838;81;;HF;HF
gs;114;57;;;
gt;26;42;;;LF
gu;432;71;;;HF
gv;0;0;LF;LF;LF
gw;16;37;;;LF
gx;0;0;LF;LF;LF
gy;177;63;;;
gz;1;17;;LF;LF
ha;1535;90;;HF;HF
hb;32;44;;;LF
hc;10;33;;;LF
hd;10;33;;;LF
he;1908;92;HF;HF;HF
hf;41;46;;;LF
hg;5;29;;;LF
hh;6;30;;;LF
hi;1367;88;;HF;HF
hj;2;23;;;LF
hk;3;25;;;LF
hl;165;61;;;
hm;88;53;;;
hn;124;58;;;
ho;1600;91;HF;HF;HF
hp;17;38;;;LF
hq;3;25;;;LF
hr;315;68;;;
hs;25;42;;;LF
ht;507;73;;;HF
hu;300;67;;;
hv;0;0;LF;LF;LF
hw;59;50;;;LF
hx;0;0;LF;LF;LF
hy;304;67;;;
hz;1;17;;LF;LF
ia;1339;88;;HF;HF
ib;495;73;;;HF
ic;3170;97;HF;HF;HF
id;1090;86;;HF;HF
ie;927;82;;HF;HF
if;560;75;;;HF
ig;1161;87;;HF;HF
ih;15;37;;;LF
ii;2;23;;;LF
ij;7;31;;;LF
ik;121;57;;;
il;1931;92;HF;HF;HF
im;1010;84;;HF;HF
in;7156;100;HF;HF;HF
io;2830;96;HF;HF;HF
ip;645;77;;;HF
iq;67;51;;;
ir;1105;86;;HF;HF
is;3564;98;HF;HF;HF
it;2796;96;HF;HF;HF
iu;95;55;;;
iv;1158;87;;HF;HF
iw;11;35;;;LF
ix;89;54;;;
iy;1;17;;LF;LF
iz;126;58;;;
ja;149;60;;;
jb;0;0;LF;LF;LF
jc;0;0;LF;LF;LF
jd;0;0;LF;LF;LF
je;154;61;;;
jf;0;0;LF;LF;LF
jg;0;0;LF;LF;LF
jh;0;0;LF;LF;LF
ji;47;47;;;LF
jj;0;0;LF;LF;LF
jk;0;0;LF;LF;LF
jl;0;0;LF;LF;LF
jm;0;0;LF;LF;LF
jn;1;17;;LF;LF
jo;171;62;;;
jp;1;17;;LF;LF
jq;0;0;LF;LF;LF
jr;1;17;;LF;LF
js;0;0;LF;LF;LF
jt;0;0;LF;LF;LF
