id,targetted,non_targetted,cpm,median,stdev,logmean,mean_iki
1,135,11,413,121,115.7,127.2,145.1
2,136,2,345,122.5,463.7,125.4,173.9
3,129,16,305,176,104.4,177.3,196.6
4,139,8,423,120,85.6,125.4,141.9
5,132,6,198,255.5,197.2,264.7,303.1
6,140,8,222,217,159.6,243.2,270.5
7,131,1,474,120,72.3,115.4,126.5
8,104,39,168,215,333.9,261.5,356.4
9,135,6,300,162,170.3,168.4,200
10,128,9,161,276,368.6,305.7,371.7
11,131,11,267,190,130,202.8,224.5
12,132,16,145,277,336.5,324.7,413.4
13,136,7,204,242.5,195.9,245.6,294.6
14,137,6,225,227,119.5,244.1,266.7
15,111,10,181,183,450.6,221.3,332.1
16,134,8,219,217.5,175.5,243.7,273.8
17,129,18,268,194,127.9,199.3,223.6
18,136,7,240,221,104.8,231.4,250.1
19,134,8,152,330,254.9,344.8,395.9
20,119,27,134,339,456.7,368.6,447.1
21,134,10,205,197.5,308.3,217,293.1
22,135,24,224,205,227.1,224.8,267.5
23,126,10,267,181.5,165.7,191.7,225.1
24,137,8,216,240,147.5,249.9,278.3
25,139,3,186,282,222.8,269.9,322.6
26,138,9,211,211,211.5,244.6,284.4
27,134,12,234,207,206.7,220.1,256.4
28,80,56,460,124,42,123.4,130.4
29,114,31,315,182.5,89.1,171.8,190.5
30,114,31,315,182.5,89.1,171.8,190.5
31,136,19,155,310.5,246.7,335.7,387
32,127,30,92,388,637.8,473.8,654
33,136,9,234,221,131.2,233.3,256
34,132,14,217,213,222.6,229.7,276.7
35,133,7,342,154,113,154.6,175.6
36,140,2,174,226.5,364.5,266.1,345
37,120,12,240,198.5,272.9,204.5,249.7
38,140,0,265,208.5,116.5,203.8,226.6
39,140,0,265,208.5,116.5,203.8,226.6
40,140,0,265,208.5,116.5,203.8,226.6
41,133,8,190,192,469.4,225.3,316.1
42,100,25,111,340,515,413.7,541.9
43,116,17,68,744.5,740.8,717.7,888.9
44,124,11,228,214.5,156.4,234.5,263.7
45,124,19,205,252,148.8,267.2,293.3
46,137,6,248,206,122.9,223.7,242.3
47,123,23,321,168,137.9,154.7,186.8
48,113,37,183,259,243.9,275.8,328.7
49,134,4,231,229.5,165.9,229.6,259.4
50,131,3,267,202,95.8,208.9,224.5
51,130,17,197,244.5,225.1,266.9,304.8
52,131,11,233,221,140.6,232.2,258.1
53,139,0,169,255,348.6,295.6,355.7
54,136,13,110,390,444.5,421.4,544.6
55,141,6,177,305,178,301,339
56,139,9,214,241,179.5,252.2,281
57,137,5,196,255,187.4,274,305.5
58,114,27,224,214.5,204.1,215.1,267.7
59,133,8,292,181,104.4,186.9,205.4
60,144,8,379,143.5,81.5,142.7,158.3
61,136,5,312,168,107.1,174.4,192.1
62,132,5,282,168,229.7,178.1,212.9
63,132,1,494,111.5,47.5,113,121.5
64,123,24,340,168,73,162.5,176.7
65,133,2,376,128,113,140.4,159.6
66,123,10,277,192,104.2,201.2,216.8
67,131,2,306,180,149.2,171.3,196.1
68,128,8,213,234.5,211.5,249.3,281.8
69,143,11,307,167,93.2,179.8,195.5
70,128,4,177,333,117.8,323.1,339.2
71,132,1,265,208.5,104.8,208.3,226.6
72,134,2,258,181.5,146.6,205.3,232.5
73,124,6,423,125,86.2,127.8,141.7
74,135,4,265,190,190.8,204.2,226.7
75,124,18,313,175.5,97.2,178,191.9
76,133,7,246,210,101.8,226.8,244.2
77,128,7,267,188.5,128,203.5,224.7
78,131,3,282,183,110.9,194.1,213
79,130,4,353,157.5,92.8,153.2,170
80,123,11,501,117,50.4,110.5,119.7
81,128,8,492,118,50.7,111.3,122
82,124,17,208,239,173.4,251,288.9
83,112,30,89,510.5,436.3,552.6,673.1
84,125,11,309,149,231,154.4,194.1
85,123,17,370,163,77.8,151.3,162
86,129,10,369,133,125.8,142.4,162.8
87,129,7,279,197,75.6,203.8,214.9
88,129,5,314,176,107.5,168.2,191
89,120,11,304,172,156.7,170.6,197.2
90,131,3,275,192,114.5,199.9,218.5
91,129,7,302,184,96.1,183.8,198.7
92,112,18,239,220.5,109.3,233.9,251
93,132,2,290,154,174.1,168.9,206.6
94,129,7,278,189,124.8,196.6,215.6
95,126,14,289,188,126.9,186.4,207.8
96,122,5,347,167,99.8,160,172.9
97,127,5,305,172,131.2,176.4,196.6
98,129,6,168,332,113.9,341.6,357.2
99,126,8,305,164,106.4,179.5,196.6
100,125,10,330,159,92.8,167,182
101,129,8,304,179,85.5,182.6,197
102,130,12,328,141,135.3,152.7,182.9
103,120,25,328,173.5,91.8,164.4,182.9
104,119,23,275,201,99.6,202.8,218.3
105,121,10,364,141,129.3,137.8,164.7
106,119,19,339,157,131.6,156.8,177.2
107,125,12,376,151,84.2,145.5,159.6
108,132,0,293,182.5,108.3,186.5,204.4
109,132,5,189,233,364.3,245.7,317.6
110,135,10,161,243,324.6,301.3,372.7
111,142,10,494,107,80.2,108.7,121.4
112,133,5,272,184,157.1,194.6,221
113,132,3,453,114,68.2,119.9,132.6
114,126,6,332,172,77.4,165.2,180.5
115,131,10,199,240,202.7,258.4,301.1
116,132,2,346,171,62.4,162,173.2
117,137,3,174,188,457.9,218.8,344.8
118,111,22,121,316,603.9,341.8,493.9
119,134,9,259,196,101.8,216.5,231.6
120,134,11,232,226,186.4,207,258.2
121,137,7,168,274,270.8,311.5,357.1
122,126,14,137,313.5,294.8,374.9,439.1
123,128,19,237,219,115.1,233.7,253.3
124,134,12,178,254,252.4,285.3,337.8
125,127,8,107,409,542.9,457.4,559.5
126,130,5,284,173,135.8,181.3,211.1
127,129,16,198,212,285.4,242.4,302.4
128,135,6,173,270,300.2,290.2,347.3
129,132,13,199,251,174.4,264.2,301.9
130,134,12,271,180,166.5,189.3,221.4
131,134,14,246,174.5,256.4,190.9,244.2
132,137,3,207,228,207.9,247.2,289.6
133,121,18,175,260,261.9,287.8,342.7
134,118,23,366,156,73.6,149,163.8
135,126,20,123,342.5,394,384.7,486.1
136,132,33,89,519.5,449.6,562.1,676.4
137,140,12,242,205.5,159.4,214.3,247.6
138,132,11,222,193.5,286.9,203.6,270.6
139,136,9,220,234.5,171.2,241.1,273.3
140,130,8,231,199,213,221.7,260
141,117,29,223,212,190.9,236,269.5
142,137,4,334,172,64.2,171.2,179.7
143,143,17,255,191,225.5,180.6,235.2
144,139,3,292,178,154.5,184.8,205.7
145,131,16,142,386,180.2,395.1,423.5
146,115,22,261,189,134.9,208.3,229.9
147,110,38,255,179,244.8,193.9,235.3
148,130,14,218,230,214,240.3,275
149,138,11,269,162,173.9,179.6,223
150,127,11,300,183,106.1,180.4,199.9
151,129,11,226,202,216,214.2,265.8
152,135,6,244,187,169.9,204.8,246.3
153,133,22,251,208,127.3,216.4,239
154,139,3,204,223,207.5,252,294
155,120,30,198,222,255.3,252,302.8
156,136,6,250,212,110,220.9,239.9
157,137,4,165,284,263.9,297.9,363.7
158,135,10,129,311,376.9,374.4,464
159,129,21,105,385,579,433.4,573.8
160,134,16,322,148.5,129.2,160.6,186.6
161,147,17,186,233,315.8,255.1,321.9
162,113,10,345,158,93,159.4,174.1
163,130,3,223,214.5,218.7,237.3,269.5
164,128,4,361,127,231.8,131.9,166.3
165,127,7,167,325,185.2,328.7,358.7
166,130,9,240,199.5,224.8,207.9,250.2
167,132,5,225,224,182,234.1,266.4
168,130,7,301,160,177.7,167.1,199.3
169,132,10,346,172.5,67.8,161.7,173.3
170,116,21,319,142.5,181.4,160.8,187.9
171,129,6,194,285,127.7,290.8,308.8
172,127,10,252,198,172,203.7,238.5
173,135,3,386,138,73.6,145.3,155.4
174,123,12,276,163,223.5,176.5,217.2
175,105,12,399,136,55.7,140.9,150.4
176,131,4,314,173,92.9,174.2,190.9
177,129,5,251,197,150.8,207.1,238.9
178,132,3,244,213.5,112.1,226.4,245.6
179,127,12,267,175,315.2,184.9,224.6
180,122,9,445,124,92.6,119.3,134.7
181,128,6,398,150,46.9,143.6,150.7
182,132,4,247,213.5,93.7,228.9,243.4
183,132,3,200,249,172.6,269.6,299.6
184,128,9,177,298.5,220.6,297.4,339.5
185,127,10,394,146,66,140.5,152.3
186,128,3,343,175.5,86.9,157.9,175
187,126,6,292,194,72.3,194.1,205.5
188,132,0,380,151.5,73.4,144.6,157.7
189,130,4,288,155.5,361.8,162.6,208.2
190,131,8,261,180,202.4,201,229.5
191,125,9,197,272,137.4,284.2,304.5
192,132,2,272,204,89.5,206.2,220.2
193,133,0,356,166,50.4,160.8,168.8
194,126,5,319,172.5,115.5,167.9,188.3
195,129,4,331,172,135.3,161.5,181.5
196,131,4,344,170,70.3,161,174.5
197,130,16,451,120,78.3,117.5,133.1
198,133,3,242,213,313.6,218.5,248.1
199,131,5,284,201,78.8,197.1,211
200,132,3,323,184,59.3,176.3,185.9
201,131,5,248,199,125.5,218.8,241.9
202,133,3,210,243,172.1,252.6,285.5
203,131,8,289,181,163.1,184.4,207.8
204,142,5,194,259,143.8,283.6,309.9
205,131,6,312,162,162.9,169.1,192.3
206,138,6,256,212.5,87.6,221.3,234.2
207,123,3,287,197,91.8,192.6,209
208,133,0,361,157,56.4,157.1,166.2
209,119,16,375,151,75.1,146,160.2
210,129,4,392,140,117.3,137.6,153
211,139,5,409,132,107.8,130.9,146.7
212,132,1,569,102,42.3,99.2,105.5
213,125,4,515,111,54.1,105,116.6
214,131,7,267,192,160.8,198.9,224.7
215,130,2,486,104,60,110.3,123.4
216,129,5,354,136,119.3,148.6,169.3
217,131,11,428,122,130.9,118.3,140.2
218,130,11,261,184,159.3,200.8,230.3
219,132,2,563,88,67.3,93.1,106.6
220,125,2,606,82,74.3,86.7,99.1
221,128,28,449,119.5,86.1,119.5,133.6
222,133,0,411,143,68.6,133.8,145.9
223,126,10,373,142.5,110.6,139.5,160.9
224,133,0,450,127,49.1,125.4,133.3
225,133,1,396,144,71.8,140.4,151.4
226,129,10,313,157,141.7,164.7,191.6
227,129,8,521,105,51.4,106.2,115.2
228,133,0,304,185,75,185.7,197.3
229,136,2,326,162,101.1,169.9,184.2
230,127,12,372,132,101.6,141.4,161.3
231,130,3,276,188.5,118.4,200.8,217.8
232,126,6,634,80,90,83.1,94.6
233,130,10,371,152.5,90,146.3,161.6
234,133,3,350,152,91.1,153.5,171.2
235,133,11,480,112,50,116.5,125
236,129,4,414,135,86.7,132.2,145
237,130,5,565,96,50.6,95.8,106.2
238,130,3,518,96,89.6,100.7,115.8
239,134,7,231,192,213.5,210.2,260.3
240,132,0,388,133,128.5,131.6,154.8
241,126,10,255,172,158.8,198.8,234.9
242,119,17,264,176,139.4,199.4,227.3
243,131,5,500,108,54.3,113.2,120.1
244,132,2,413,132,78.9,131.2,145.2
245,132,3,419,139.5,55.3,133.6,143.3
246,127,17,257,208,115.2,213.9,233.8
247,140,4,369,159,75.6,150.4,162.7
248,140,24,393,136,59.7,144.1,152.5
249,133,0,368,155,62.2,152.6,163.1
250,133,0,424,142,52.2,132.2,141.5
251,131,6,438,122,146.7,119.8,137.1
252,133,1,407,125,84.8,130.1,147.4
253,126,11,193,240,231.9,259,310.8
254,135,24,383,132,142.4,132.1,156.7
255,129,7,323,163,86.6,172,186
256,130,11,316,176,126.8,162.7,189.7
257,130,7,262,192,103.7,210.8,228.7
258,128,4,563,95,56.5,95.4,106.7
259,133,1,518,110,54.6,104.8,115.8
260,121,5,242,188,191.9,197.1,248
261,125,6,384,142,106.3,137.2,156.2
262,129,12,381,144,94.4,143,157.7
263,131,2,425,129,85,123.7,141.2
264,132,0,389,136,77.4,141.2,154.2
265,133,0,453,119,70.3,119.5,132.6
266,123,12,282,152,358.5,167.9,212.7
267,133,0,462,127,49.9,120,130
268,131,3,380,160,65,147,158
269,135,5,379,140,97.2,143.6,158.3
270,132,0,501,113,66.5,108.2,119.6
271,127,6,478,116,79.8,114.4,125.6
272,132,4,271,184,147.7,196.8,221.7
273,127,18,356,144,85.8,151.2,168.3
274,121,33,278,158,215.5,176.4,215.6
275,138,2,255,199.5,170.8,211.3,235.2
276,131,9,288,184,115.7,190.2,208.5
277,133,8,561,96,77.9,93.6,107
278,128,18,257,200.5,110.4,210.4,233.7
279,129,14,421,141,57.7,131.4,142.5
280,134,14,385,139.5,87.9,139.2,155.7
281,139,1,473,122,76.6,111.4,127
282,120,13,509,114,54.7,106.4,117.8
283,126,18,359,152,101.3,149.4,166.9
284,117,13,531,102,74.2,100.3,113.1
